Year,Year ending,Local Government Area,Offence Division,Offence Subdivision,Victim Reports
2017,December,Southern Grampians,A Crimes against the person,A80 Dangerous and negligent acts endangering people,11
2017,December,Southern Grampians,B Property and deception offences,B20 Property damage,62
2017,December,Southern Grampians,B Property and deception offences,B30 Burglary/Break and enter,61
2017,December,Southern Grampians,B Property and deception offences,B40 Theft,117
2017,December,Southern Grampians,B Property and deception offences,B50 Deception,4
2017,December,Stonnington,A Crimes against the person,A20 Assault and related offences,606
2017,December,Stonnington,A Crimes against the person,A30 Sexual offences,137
2017,December,Stonnington,A Crimes against the person,A40 Abduction and related offences,7
2017,December,Stonnington,A Crimes against the person,A50 Robbery,58
2017,December,Stonnington,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",62
2017,December,Stonnington,A Crimes against the person,A80 Dangerous and negligent acts endangering people,34
2017,December,Stonnington,B Property and deception offences,B10 Arson,12
2017,December,Stonnington,B Property and deception offences,B20 Property damage,416
2017,December,Stonnington,B Property and deception offences,B30 Burglary/Break and enter,686
2017,December,Stonnington,B Property and deception offences,B40 Theft,"2,376"
2017,December,Stonnington,B Property and deception offences,B50 Deception,186
2017,December,Strathbogie,A Crimes against the person,A20 Assault and related offences,61
2017,December,Strathbogie,A Crimes against the person,A30 Sexual offences,20
2017,December,Strathbogie,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",12
2017,December,Strathbogie,A Crimes against the person,A80 Dangerous and negligent acts endangering people,15
2017,December,Strathbogie,B Property and deception offences,B20 Property damage,26
2017,December,Strathbogie,B Property and deception offences,B30 Burglary/Break and enter,63
2017,December,Strathbogie,B Property and deception offences,B40 Theft,90
2017,December,Surf Coast,A Crimes against the person,A20 Assault and related offences,81
2017,December,Surf Coast,A Crimes against the person,A30 Sexual offences,22
2017,December,Surf Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",12
2017,December,Surf Coast,B Property and deception offences,B10 Arson,6
2017,December,Surf Coast,B Property and deception offences,B20 Property damage,67
2017,December,Surf Coast,B Property and deception offences,B30 Burglary/Break and enter,153
2017,December,Surf Coast,B Property and deception offences,B40 Theft,310
2017,December,Surf Coast,B Property and deception offences,B50 Deception,5
2017,December,Swan Hill,A Crimes against the person,A20 Assault and related offences,264
2017,December,Swan Hill,A Crimes against the person,A30 Sexual offences,34
2017,December,Swan Hill,A Crimes against the person,A50 Robbery,9
2017,December,Swan Hill,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",39
2017,December,Swan Hill,A Crimes against the person,A80 Dangerous and negligent acts endangering people,19
2017,December,Swan Hill,B Property and deception offences,B10 Arson,13
2017,December,Swan Hill,B Property and deception offences,B20 Property damage,129
2017,December,Swan Hill,B Property and deception offences,B30 Burglary/Break and enter,141
2017,December,Swan Hill,B Property and deception offences,B40 Theft,275
2017,December,Swan Hill,B Property and deception offences,B50 Deception,12
2017,December,Towong,A Crimes against the person,A20 Assault and related offences,27
2017,December,Towong,A Crimes against the person,A30 Sexual offences,9
2017,December,Towong,B Property and deception offences,B20 Property damage,17
2017,December,Towong,B Property and deception offences,B30 Burglary/Break and enter,14
2017,December,Towong,B Property and deception offences,B40 Theft,34
2017,December,Wangaratta,A Crimes against the person,A10 Homicide and related offences,4
2017,December,Wangaratta,A Crimes against the person,A20 Assault and related offences,227
2017,December,Wangaratta,A Crimes against the person,A30 Sexual offences,42
2017,December,Wangaratta,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",48
2017,December,Wangaratta,A Crimes against the person,A80 Dangerous and negligent acts endangering people,34
2017,December,Wangaratta,B Property and deception offences,B10 Arson,11
2017,December,Wangaratta,B Property and deception offences,B20 Property damage,138
2017,December,Wangaratta,B Property and deception offences,B30 Burglary/Break and enter,66
2017,December,Wangaratta,B Property and deception offences,B40 Theft,230
2017,December,Wangaratta,B Property and deception offences,B50 Deception,13
2017,December,Warrnambool,A Crimes against the person,A20 Assault and related offences,362
2017,December,Warrnambool,A Crimes against the person,A30 Sexual offences,77
2017,December,Warrnambool,A Crimes against the person,A40 Abduction and related offences,8
2017,December,Warrnambool,A Crimes against the person,A50 Robbery,5
2017,December,Warrnambool,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",45
2017,December,Warrnambool,A Crimes against the person,A80 Dangerous and negligent acts endangering people,28
2017,December,Warrnambool,B Property and deception offences,B10 Arson,7
2017,December,Warrnambool,B Property and deception offences,B20 Property damage,209
2017,December,Warrnambool,B Property and deception offences,B30 Burglary/Break and enter,150
2017,December,Warrnambool,B Property and deception offences,B40 Theft,326
2017,December,Warrnambool,B Property and deception offences,B50 Deception,27
2017,December,Wellington,A Crimes against the person,A10 Homicide and related offences,4
2017,December,Wellington,A Crimes against the person,A20 Assault and related offences,438
2017,December,Wellington,A Crimes against the person,A30 Sexual offences,114
2017,December,Wellington,A Crimes against the person,A50 Robbery,6
2017,December,Wellington,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",69
2017,December,Wellington,A Crimes against the person,A80 Dangerous and negligent acts endangering people,39
2017,December,Wellington,B Property and deception offences,B10 Arson,10
2017,December,Wellington,B Property and deception offences,B20 Property damage,256
2017,December,Wellington,B Property and deception offences,B30 Burglary/Break and enter,220
2017,December,Wellington,B Property and deception offences,B40 Theft,473
2017,December,Wellington,B Property and deception offences,B50 Deception,16
2017,December,West Wimmera,A Crimes against the person,A20 Assault and related offences,18
2017,December,West Wimmera,A Crimes against the person,A30 Sexual offences,7
2017,December,West Wimmera,B Property and deception offences,B20 Property damage,6
2017,December,West Wimmera,B Property and deception offences,B30 Burglary/Break and enter,12
2017,December,West Wimmera,B Property and deception offences,B40 Theft,18
2017,December,Whitehorse,A Crimes against the person,A20 Assault and related offences,574
2017,December,Whitehorse,A Crimes against the person,A30 Sexual offences,173
2017,December,Whitehorse,A Crimes against the person,A40 Abduction and related offences,21
2017,December,Whitehorse,A Crimes against the person,A50 Robbery,53
2017,December,Whitehorse,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",100
2017,December,Whitehorse,A Crimes against the person,A80 Dangerous and negligent acts endangering people,18
2017,December,Whitehorse,B Property and deception offences,B10 Arson,25
2017,December,Whitehorse,B Property and deception offences,B20 Property damage,389
2017,December,Whitehorse,B Property and deception offences,B30 Burglary/Break and enter,621
2017,December,Whitehorse,B Property and deception offences,B40 Theft,"2,152"
2017,December,Whitehorse,B Property and deception offences,B50 Deception,106
2017,December,Whittlesea,A Crimes against the person,A10 Homicide and related offences,5
2017,December,Whittlesea,A Crimes against the person,A20 Assault and related offences,"1,356"
2017,December,Whittlesea,A Crimes against the person,A30 Sexual offences,215
2017,December,Whittlesea,A Crimes against the person,A40 Abduction and related offences,10
2017,December,Whittlesea,A Crimes against the person,A50 Robbery,66
2017,December,Whittlesea,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",308
2017,December,Whittlesea,A Crimes against the person,A80 Dangerous and negligent acts endangering people,126
2017,December,Whittlesea,B Property and deception offences,B10 Arson,60
2017,December,Whittlesea,B Property and deception offences,B20 Property damage,757
2017,December,Whittlesea,B Property and deception offences,B30 Burglary/Break and enter,878
2017,December,Whittlesea,B Property and deception offences,B40 Theft,"2,916"
2017,December,Whittlesea,B Property and deception offences,B50 Deception,166
2017,December,Wodonga,A Crimes against the person,A20 Assault and related offences,322
2017,December,Wodonga,A Crimes against the person,A30 Sexual offences,104
2017,December,Wodonga,A Crimes against the person,A50 Robbery,5
2017,December,Wodonga,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",56
2017,December,Wodonga,A Crimes against the person,A80 Dangerous and negligent acts endangering people,38
2017,December,Wodonga,B Property and deception offences,B10 Arson,23
2017,December,Wodonga,B Property and deception offences,B20 Property damage,181
2017,December,Wodonga,B Property and deception offences,B30 Burglary/Break and enter,151
2017,December,Wodonga,B Property and deception offences,B40 Theft,387
2017,December,Wodonga,B Property and deception offences,B50 Deception,31
2017,December,Wyndham,A Crimes against the person,A20 Assault and related offences,"1,264"
2017,December,Wyndham,A Crimes against the person,A30 Sexual offences,210
2017,December,Wyndham,A Crimes against the person,A40 Abduction and related offences,7
2017,December,Wyndham,A Crimes against the person,A50 Robbery,143
2017,December,Wyndham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",213
2017,December,Wyndham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,85
2017,December,Wyndham,B Property and deception offences,B10 Arson,72
2017,December,Wyndham,B Property and deception offences,B20 Property damage,718
2017,December,Wyndham,B Property and deception offences,B30 Burglary/Break and enter,"1,002"
2017,December,Wyndham,B Property and deception offences,B40 Theft,"2,475"
2017,December,Wyndham,B Property and deception offences,B50 Deception,129
2017,December,Yarra,A Crimes against the person,A10 Homicide and related offences,4
2017,December,Yarra,A Crimes against the person,A20 Assault and related offences,855
2017,December,Yarra,A Crimes against the person,A30 Sexual offences,163
2017,December,Yarra,A Crimes against the person,A40 Abduction and related offences,12
2017,December,Yarra,A Crimes against the person,A50 Robbery,147
2017,December,Yarra,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",124
2017,December,Yarra,A Crimes against the person,A80 Dangerous and negligent acts endangering people,52
2017,December,Yarra,B Property and deception offences,B10 Arson,35
2017,December,Yarra,B Property and deception offences,B20 Property damage,644
2017,December,Yarra,B Property and deception offences,B30 Burglary/Break and enter,757
2017,December,Yarra,B Property and deception offences,B40 Theft,"3,435"
2017,December,Yarra,B Property and deception offences,B50 Deception,182
2017,December,Yarra Ranges,A Crimes against the person,A10 Homicide and related offences,7
2017,December,Yarra Ranges,A Crimes against the person,A20 Assault and related offences,700
2017,December,Yarra Ranges,A Crimes against the person,A30 Sexual offences,178
2017,December,Yarra Ranges,A Crimes against the person,A40 Abduction and related offences,9
2017,December,Yarra Ranges,A Crimes against the person,A50 Robbery,25
2017,December,Yarra Ranges,A Crimes against the person,A60 Blackmail and extortion,5
2017,December,Yarra Ranges,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",107
2017,December,Yarra Ranges,A Crimes against the person,A80 Dangerous and negligent acts endangering people,75
2017,December,Yarra Ranges,B Property and deception offences,B10 Arson,34
2017,December,Yarra Ranges,B Property and deception offences,B20 Property damage,398
2017,December,Yarra Ranges,B Property and deception offences,B30 Burglary/Break and enter,340
2017,December,Yarra Ranges,B Property and deception offences,B40 Theft,"1,126"
2017,December,Yarra Ranges,B Property and deception offences,B50 Deception,50
2017,December,Yarriambiack,A Crimes against the person,A20 Assault and related offences,73
2017,December,Yarriambiack,A Crimes against the person,A30 Sexual offences,16
2017,December,Yarriambiack,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",18
2017,December,Yarriambiack,A Crimes against the person,A80 Dangerous and negligent acts endangering people,8
2017,December,Yarriambiack,B Property and deception offences,B20 Property damage,44
2017,December,Yarriambiack,B Property and deception offences,B30 Burglary/Break and enter,37
2017,December,Yarriambiack,B Property and deception offences,B40 Theft,44
2016,December,Alpine,A Crimes against the person,A20 Assault and related offences,44
2016,December,Alpine,A Crimes against the person,A30 Sexual offences,15
2016,December,Alpine,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",6
2016,December,Alpine,A Crimes against the person,A80 Dangerous and negligent acts endangering people,4
2016,December,Alpine,B Property and deception offences,B20 Property damage,17
2016,December,Alpine,B Property and deception offences,B30 Burglary/Break and enter,13
2016,December,Alpine,B Property and deception offences,B40 Theft,34
2016,December,Alpine,B Property and deception offences,B50 Deception,4
2016,December,Ararat,A Crimes against the person,A20 Assault and related offences,147
2016,December,Ararat,A Crimes against the person,A30 Sexual offences,24
2016,December,Ararat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",14
2016,December,Ararat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,15
2016,December,Ararat,B Property and deception offences,B20 Property damage,67
2016,December,Ararat,B Property and deception offences,B30 Burglary/Break and enter,50
2016,December,Ararat,B Property and deception offences,B40 Theft,108
2016,December,Ararat,B Property and deception offences,B50 Deception,6
2016,December,Ballarat,A Crimes against the person,A20 Assault and related offences,890
2016,December,Ballarat,A Crimes against the person,A30 Sexual offences,339
2016,December,Ballarat,A Crimes against the person,A40 Abduction and related offences,11
2016,December,Ballarat,A Crimes against the person,A50 Robbery,33
2016,December,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",86
2016,December,Ballarat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,101
2016,December,Ballarat,B Property and deception offences,B10 Arson,111
2016,December,Ballarat,B Property and deception offences,B20 Property damage,697
2016,December,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,880
2016,December,Ballarat,B Property and deception offences,B40 Theft,"2,676"
2016,December,Ballarat,B Property and deception offences,B50 Deception,39
2016,December,Banyule,A Crimes against the person,A20 Assault and related offences,677
2016,December,Banyule,A Crimes against the person,A30 Sexual offences,98
2016,December,Banyule,A Crimes against the person,A40 Abduction and related offences,8
2016,December,Banyule,A Crimes against the person,A50 Robbery,23
2016,December,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",132
2016,December,Banyule,A Crimes against the person,A80 Dangerous and negligent acts endangering people,42
2016,December,Banyule,B Property and deception offences,B10 Arson,31
2016,December,Banyule,B Property and deception offences,B20 Property damage,433
2016,December,Banyule,B Property and deception offences,B30 Burglary/Break and enter,850
2016,December,Banyule,B Property and deception offences,B40 Theft,"2,404"
2016,December,Banyule,B Property and deception offences,B50 Deception,52
2016,December,Bass Coast,A Crimes against the person,A20 Assault and related offences,302
2016,December,Bass Coast,A Crimes against the person,A30 Sexual offences,46
2016,December,Bass Coast,A Crimes against the person,A40 Abduction and related offences,6
2016,December,Bass Coast,A Crimes against the person,A50 Robbery,5
2016,December,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",58
2016,December,Bass Coast,A Crimes against the person,A80 Dangerous and negligent acts endangering people,43
2016,December,Bass Coast,B Property and deception offences,B10 Arson,7
2016,December,Bass Coast,B Property and deception offences,B20 Property damage,193
2016,December,Bass Coast,B Property and deception offences,B30 Burglary/Break and enter,167
2016,December,Bass Coast,B Property and deception offences,B40 Theft,454
2016,December,Bass Coast,B Property and deception offences,B50 Deception,25
2016,December,Baw Baw,A Crimes against the person,A20 Assault and related offences,342
2016,December,Baw Baw,A Crimes against the person,A30 Sexual offences,87
2016,December,Baw Baw,A Crimes against the person,A50 Robbery,8
2016,December,Baw Baw,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",85
2016,December,Baw Baw,A Crimes against the person,A80 Dangerous and negligent acts endangering people,32
2016,December,Baw Baw,B Property and deception offences,B10 Arson,16
2016,December,Baw Baw,B Property and deception offences,B20 Property damage,224
2016,December,Baw Baw,B Property and deception offences,B30 Burglary/Break and enter,156
2016,December,Baw Baw,B Property and deception offences,B40 Theft,514
2016,December,Baw Baw,B Property and deception offences,B50 Deception,16
2016,December,Bayside,A Crimes against the person,A20 Assault and related offences,301
2016,December,Bayside,A Crimes against the person,A30 Sexual offences,84
2016,December,Bayside,A Crimes against the person,A40 Abduction and related offences,7
2016,December,Bayside,A Crimes against the person,A50 Robbery,30
2016,December,Bayside,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",52
2016,December,Bayside,A Crimes against the person,A80 Dangerous and negligent acts endangering people,17
2016,December,Bayside,B Property and deception offences,B10 Arson,10
2016,December,Bayside,B Property and deception offences,B20 Property damage,283
2016,December,Bayside,B Property and deception offences,B30 Burglary/Break and enter,499
2016,December,Bayside,B Property and deception offences,B40 Theft,"1,599"
2016,December,Bayside,B Property and deception offences,B50 Deception,35
2016,December,Benalla,A Crimes against the person,A20 Assault and related offences,181
2016,December,Benalla,A Crimes against the person,A30 Sexual offences,41
2016,December,Benalla,A Crimes against the person,A50 Robbery,4
2016,December,Benalla,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",26
2016,December,Benalla,A Crimes against the person,A80 Dangerous and negligent acts endangering people,12
2016,December,Benalla,B Property and deception offences,B10 Arson,6
2016,December,Benalla,B Property and deception offences,B20 Property damage,131
2016,December,Benalla,B Property and deception offences,B30 Burglary/Break and enter,51
2016,December,Benalla,B Property and deception offences,B40 Theft,139
2016,December,Boroondara,A Crimes against the person,A20 Assault and related offences,390
2016,December,Boroondara,A Crimes against the person,A30 Sexual offences,99
2016,December,Boroondara,A Crimes against the person,A50 Robbery,33
2016,December,Boroondara,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",80
2016,December,Boroondara,A Crimes against the person,A80 Dangerous and negligent acts endangering people,26
2016,December,Boroondara,B Property and deception offences,B20 Property damage,419
2016,December,Boroondara,B Property and deception offences,B30 Burglary/Break and enter,800
2016,December,Boroondara,B Property and deception offences,B40 Theft,"3,073"
2016,December,Boroondara,B Property and deception offences,B50 Deception,53
2016,December,Brimbank,A Crimes against the person,A10 Homicide and related offences,8
2016,December,Brimbank,A Crimes against the person,A20 Assault and related offences,"1,462"
2016,December,Brimbank,A Crimes against the person,A30 Sexual offences,182
2016,December,Brimbank,A Crimes against the person,A40 Abduction and related offences,26
2016,December,Brimbank,A Crimes against the person,A50 Robbery,186
2016,December,Brimbank,A Crimes against the person,A60 Blackmail and extortion,4
2016,December,Brimbank,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",209
2016,December,Brimbank,A Crimes against the person,A80 Dangerous and negligent acts endangering people,110
2016,December,Brimbank,B Property and deception offences,B10 Arson,86
2016,December,Brimbank,B Property and deception offences,B20 Property damage,"1,005"
2016,December,Brimbank,B Property and deception offences,B30 Burglary/Break and enter,"1,479"
2016,December,Brimbank,B Property and deception offences,B40 Theft,"4,313"
2016,December,Brimbank,B Property and deception offences,B50 Deception,172
2016,December,Buloke,A Crimes against the person,A20 Assault and related offences,24
2016,December,Buloke,A Crimes against the person,A30 Sexual offences,11
2016,December,Buloke,B Property and deception offences,B20 Property damage,18
2016,December,Buloke,B Property and deception offences,B30 Burglary/Break and enter,11
2016,December,Buloke,B Property and deception offences,B40 Theft,33
2016,December,Campaspe,A Crimes against the person,A20 Assault and related offences,311
2016,December,Campaspe,A Crimes against the person,A30 Sexual offences,92
2016,December,Campaspe,A Crimes against the person,A40 Abduction and related offences,4
2016,December,Campaspe,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",34
2016,December,Campaspe,A Crimes against the person,A80 Dangerous and negligent acts endangering people,31
2016,December,Campaspe,B Property and deception offences,B10 Arson,17
2016,December,Campaspe,B Property and deception offences,B20 Property damage,187
2016,December,Campaspe,B Property and deception offences,B30 Burglary/Break and enter,230
2016,December,Campaspe,B Property and deception offences,B40 Theft,517
2016,December,Campaspe,B Property and deception offences,B50 Deception,12
2016,December,Cardinia,A Crimes against the person,A20 Assault and related offences,599
2016,December,Cardinia,A Crimes against the person,A30 Sexual offences,119
2016,December,Cardinia,A Crimes against the person,A40 Abduction and related offences,16
2016,December,Cardinia,A Crimes against the person,A50 Robbery,25
2016,December,Cardinia,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",108
2016,December,Cardinia,A Crimes against the person,A80 Dangerous and negligent acts endangering people,58
2016,December,Cardinia,B Property and deception offences,B10 Arson,60
2016,December,Cardinia,B Property and deception offences,B20 Property damage,377
2016,December,Cardinia,B Property and deception offences,B30 Burglary/Break and enter,535
2016,December,Cardinia,B Property and deception offences,B40 Theft,"1,280"
2016,December,Cardinia,B Property and deception offences,B50 Deception,48
2016,December,Casey,A Crimes against the person,A10 Homicide and related offences,8
2016,December,Casey,A Crimes against the person,A20 Assault and related offences,"2,168"
2016,December,Casey,A Crimes against the person,A30 Sexual offences,373
2016,December,Casey,A Crimes against the person,A40 Abduction and related offences,26
2016,December,Casey,A Crimes against the person,A50 Robbery,144
2016,December,Casey,A Crimes against the person,A60 Blackmail and extortion,10
2016,December,Casey,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",465
2016,December,Casey,A Crimes against the person,A80 Dangerous and negligent acts endangering people,209
2016,December,Casey,B Property and deception offences,B10 Arson,175
2016,December,Casey,B Property and deception offences,B20 Property damage,"1,249"
2016,December,Casey,B Property and deception offences,B30 Burglary/Break and enter,"1,817"
2016,December,Casey,B Property and deception offences,B40 Theft,"4,599"
2016,December,Casey,B Property and deception offences,B50 Deception,145
2016,December,Central Goldfields,A Crimes against the person,A20 Assault and related offences,137
2016,December,Central Goldfields,A Crimes against the person,A30 Sexual offences,46
2016,December,Central Goldfields,A Crimes against the person,A50 Robbery,5
2016,December,Central Goldfields,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",22
2016,December,Central Goldfields,A Crimes against the person,A80 Dangerous and negligent acts endangering people,5
2016,December,Central Goldfields,B Property and deception offences,B20 Property damage,92
2016,December,Central Goldfields,B Property and deception offences,B30 Burglary/Break and enter,61
2016,December,Central Goldfields,B Property and deception offences,B40 Theft,145
2016,December,Central Goldfields,B Property and deception offences,B50 Deception,5
2016,December,Colac-Otway,A Crimes against the person,A20 Assault and related offences,189
2016,December,Colac-Otway,A Crimes against the person,A30 Sexual offences,51
2016,December,Colac-Otway,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",24
2016,December,Colac-Otway,A Crimes against the person,A80 Dangerous and negligent acts endangering people,16
2016,December,Colac-Otway,B Property and deception offences,B10 Arson,5
2016,December,Colac-Otway,B Property and deception offences,B20 Property damage,128
2016,December,Colac-Otway,B Property and deception offences,B30 Burglary/Break and enter,109
2016,December,Colac-Otway,B Property and deception offences,B40 Theft,293
2016,December,Colac-Otway,B Property and deception offences,B50 Deception,5
2016,December,Corangamite,A Crimes against the person,A20 Assault and related offences,82
2016,December,Corangamite,A Crimes against the person,A30 Sexual offences,25
2016,December,Corangamite,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",13
2016,December,Corangamite,A Crimes against the person,A80 Dangerous and negligent acts endangering people,11
2016,December,Corangamite,B Property and deception offences,B10 Arson,4
2016,December,Corangamite,B Property and deception offences,B20 Property damage,60
2016,December,Corangamite,B Property and deception offences,B30 Burglary/Break and enter,62
2016,December,Corangamite,B Property and deception offences,B40 Theft,134
2016,December,Corangamite,B Property and deception offences,B50 Deception,7
2016,December,Darebin,A Crimes against the person,A20 Assault and related offences,903
2016,December,Darebin,A Crimes against the person,A30 Sexual offences,145
2016,December,Darebin,A Crimes against the person,A40 Abduction and related offences,7
2016,December,Darebin,A Crimes against the person,A50 Robbery,79
2016,December,Darebin,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",184
2016,December,Darebin,A Crimes against the person,A80 Dangerous and negligent acts endangering people,101
2016,December,Darebin,B Property and deception offences,B10 Arson,47
2016,December,Darebin,B Property and deception offences,B20 Property damage,768
2016,December,Darebin,B Property and deception offences,B30 Burglary/Break and enter,"1,395"
2016,December,Darebin,B Property and deception offences,B40 Theft,"4,559"
2016,December,Darebin,B Property and deception offences,B50 Deception,106
2016,December,East Gippsland,A Crimes against the person,A20 Assault and related offences,481
2016,December,East Gippsland,A Crimes against the person,A30 Sexual offences,78
2016,December,East Gippsland,A Crimes against the person,A50 Robbery,5
2016,December,East Gippsland,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",73
2016,December,East Gippsland,A Crimes against the person,A80 Dangerous and negligent acts endangering people,32
2016,December,East Gippsland,B Property and deception offences,B10 Arson,13
2016,December,East Gippsland,B Property and deception offences,B20 Property damage,258
2016,December,East Gippsland,B Property and deception offences,B30 Burglary/Break and enter,191
2016,December,East Gippsland,B Property and deception offences,B40 Theft,521
2016,December,East Gippsland,B Property and deception offences,B50 Deception,20
2016,December,Frankston,A Crimes against the person,A10 Homicide and related offences,5
2016,December,Frankston,A Crimes against the person,A20 Assault and related offences,"1,222"
2016,December,Frankston,A Crimes against the person,A30 Sexual offences,235
2016,December,Frankston,A Crimes against the person,A40 Abduction and related offences,11
2016,December,Frankston,A Crimes against the person,A50 Robbery,92
2016,December,Frankston,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",202
2016,December,Frankston,A Crimes against the person,A80 Dangerous and negligent acts endangering people,135
2016,December,Frankston,B Property and deception offences,B10 Arson,58
2016,December,Frankston,B Property and deception offences,B20 Property damage,827
2016,December,Frankston,B Property and deception offences,B30 Burglary/Break and enter,930
2016,December,Frankston,B Property and deception offences,B40 Theft,"2,638"
2016,December,Frankston,B Property and deception offences,B50 Deception,84
2016,December,Frankston,D Public order and security offences,D30 Public nuisance offences,7
2016,December,Gannawarra,A Crimes against the person,A20 Assault and related offences,65
2016,December,Gannawarra,A Crimes against the person,A30 Sexual offences,17
2016,December,Gannawarra,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",13
2016,December,Gannawarra,B Property and deception offences,B20 Property damage,20
2016,December,Gannawarra,B Property and deception offences,B30 Burglary/Break and enter,34
2016,December,Gannawarra,B Property and deception offences,B40 Theft,82
2016,December,Glen Eira,A Crimes against the person,A10 Homicide and related offences,7
2016,December,Glen Eira,A Crimes against the person,A20 Assault and related offences,528
2016,December,Glen Eira,A Crimes against the person,A30 Sexual offences,122
2016,December,Glen Eira,A Crimes against the person,A50 Robbery,51
2016,December,Glen Eira,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",80
2016,December,Glen Eira,A Crimes against the person,A80 Dangerous and negligent acts endangering people,26
2016,December,Glen Eira,B Property and deception offences,B10 Arson,11
2016,December,Glen Eira,B Property and deception offences,B20 Property damage,421
2016,December,Glen Eira,B Property and deception offences,B30 Burglary/Break and enter,696
2016,December,Glen Eira,B Property and deception offences,B40 Theft,"1,927"
2016,December,Glen Eira,B Property and deception offences,B50 Deception,55
2016,December,Glenelg,A Crimes against the person,A20 Assault and related offences,166
2016,December,Glenelg,A Crimes against the person,A30 Sexual offences,48
2016,December,Glenelg,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",22
2016,December,Glenelg,A Crimes against the person,A80 Dangerous and negligent acts endangering people,10
2016,December,Glenelg,B Property and deception offences,B10 Arson,6
2016,December,Glenelg,B Property and deception offences,B20 Property damage,168
2016,December,Glenelg,B Property and deception offences,B30 Burglary/Break and enter,102
2016,December,Glenelg,B Property and deception offences,B40 Theft,266
2016,December,Golden Plains,A Crimes against the person,A20 Assault and related offences,62
2016,December,Golden Plains,A Crimes against the person,A30 Sexual offences,28
2016,December,Golden Plains,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",6
2016,December,Golden Plains,A Crimes against the person,A80 Dangerous and negligent acts endangering people,11
2016,December,Golden Plains,B Property and deception offences,B10 Arson,13
2016,December,Golden Plains,B Property and deception offences,B20 Property damage,33
2016,December,Golden Plains,B Property and deception offences,B30 Burglary/Break and enter,114
2016,December,Golden Plains,B Property and deception offences,B40 Theft,154
2016,December,Golden Plains,B Property and deception offences,B50 Deception,7
2016,December,Greater Bendigo,A Crimes against the person,A10 Homicide and related offences,7
2016,December,Greater Bendigo,A Crimes against the person,A20 Assault and related offences,757
2016,December,Greater Bendigo,A Crimes against the person,A30 Sexual offences,188
2016,December,Greater Bendigo,A Crimes against the person,A40 Abduction and related offences,4
2016,December,Greater Bendigo,A Crimes against the person,A50 Robbery,30
2016,December,Greater Bendigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",107
2016,December,Greater Bendigo,A Crimes against the person,A80 Dangerous and negligent acts endangering people,71
2016,December,Greater Bendigo,B Property and deception offences,B10 Arson,43
2016,December,Greater Bendigo,B Property and deception offences,B20 Property damage,522
2016,December,Greater Bendigo,B Property and deception offences,B30 Burglary/Break and enter,570
2016,December,Greater Bendigo,B Property and deception offences,B40 Theft,"1,599"
2016,December,Greater Bendigo,B Property and deception offences,B50 Deception,40
2016,December,Greater Bendigo,D Public order and security offences,D30 Public nuisance offences,4
2016,December,Greater Dandenong,A Crimes against the person,A10 Homicide and related offences,7
2016,December,Greater Dandenong,A Crimes against the person,A20 Assault and related offences,"1,775"
2016,December,Greater Dandenong,A Crimes against the person,A30 Sexual offences,248
