Year,Year ending,Local Government Area,Offence Division,Offence Subdivision,Victim Reports
2022,December,Manningham,B Property and deception offences,B50 Deception,94
2022,December,Mansfield,A Crimes against the person,A20 Assault and related offences,32
2022,December,Mansfield,A Crimes against the person,A30 Sexual offences,7
2022,December,Mansfield,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",6
2022,December,Mansfield,A Crimes against the person,A80 Dangerous and negligent acts endangering people,4
2022,December,Mansfield,B Property and deception offences,B20 Property damage,23
2022,December,Mansfield,B Property and deception offences,B30 Burglary/Break and enter,16
2022,December,Mansfield,B Property and deception offences,B40 Theft,34
2022,December,Mansfield,B Property and deception offences,B50 Deception,6
2022,December,Maribyrnong,A Crimes against the person,A20 Assault and related offences,659
2022,December,Maribyrnong,A Crimes against the person,A30 Sexual offences,141
2022,December,Maribyrnong,A Crimes against the person,A40 Abduction and related offences,6
2022,December,Maribyrnong,A Crimes against the person,A50 Robbery,72
2022,December,Maribyrnong,A Crimes against the person,A60 Blackmail and extortion,7
2022,December,Maribyrnong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",106
2022,December,Maribyrnong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,25
2022,December,Maribyrnong,B Property and deception offences,B10 Arson,16
2022,December,Maribyrnong,B Property and deception offences,B20 Property damage,387
2022,December,Maribyrnong,B Property and deception offences,B30 Burglary/Break and enter,446
2022,December,Maribyrnong,B Property and deception offences,B40 Theft,"2,247"
2022,December,Maribyrnong,B Property and deception offences,B50 Deception,158
2022,December,Maroondah,A Crimes against the person,A20 Assault and related offences,689
2022,December,Maroondah,A Crimes against the person,A30 Sexual offences,175
2022,December,Maroondah,A Crimes against the person,A40 Abduction and related offences,15
2022,December,Maroondah,A Crimes against the person,A50 Robbery,21
2022,December,Maroondah,A Crimes against the person,A60 Blackmail and extortion,5
2022,December,Maroondah,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",117
2022,December,Maroondah,A Crimes against the person,A80 Dangerous and negligent acts endangering people,42
2022,December,Maroondah,B Property and deception offences,B10 Arson,11
2022,December,Maroondah,B Property and deception offences,B20 Property damage,289
2022,December,Maroondah,B Property and deception offences,B30 Burglary/Break and enter,226
2022,December,Maroondah,B Property and deception offences,B40 Theft,806
2022,December,Maroondah,B Property and deception offences,B50 Deception,104
2022,December,Melbourne,A Crimes against the person,A10 Homicide and related offences,6
2022,December,Melbourne,A Crimes against the person,A20 Assault and related offences,"3,312"
2022,December,Melbourne,A Crimes against the person,A30 Sexual offences,582
2022,December,Melbourne,A Crimes against the person,A40 Abduction and related offences,47
2022,December,Melbourne,A Crimes against the person,A50 Robbery,298
2022,December,Melbourne,A Crimes against the person,A60 Blackmail and extortion,25
2022,December,Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",269
2022,December,Melbourne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,124
2022,December,Melbourne,B Property and deception offences,B10 Arson,15
2022,December,Melbourne,B Property and deception offences,B20 Property damage,754
2022,December,Melbourne,B Property and deception offences,B30 Burglary/Break and enter,765
2022,December,Melbourne,B Property and deception offences,B40 Theft,"6,744"
2022,December,Melbourne,B Property and deception offences,B50 Deception,732
2022,December,Melton,A Crimes against the person,A20 Assault and related offences,"1,259"
2022,December,Melton,A Crimes against the person,A30 Sexual offences,203
2022,December,Melton,A Crimes against the person,A40 Abduction and related offences,33
2022,December,Melton,A Crimes against the person,A50 Robbery,88
2022,December,Melton,A Crimes against the person,A60 Blackmail and extortion,11
2022,December,Melton,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",261
2022,December,Melton,A Crimes against the person,A80 Dangerous and negligent acts endangering people,102
2022,December,Melton,B Property and deception offences,B10 Arson,21
2022,December,Melton,B Property and deception offences,B20 Property damage,635
2022,December,Melton,B Property and deception offences,B30 Burglary/Break and enter,520
2022,December,Melton,B Property and deception offences,B40 Theft,"1,455"
2022,December,Melton,B Property and deception offences,B50 Deception,199
2022,December,Merri-bek,A Crimes against the person,A10 Homicide and related offences,7
2022,December,Merri-bek,A Crimes against the person,A20 Assault and related offences,991
2022,December,Merri-bek,A Crimes against the person,A30 Sexual offences,186
2022,December,Merri-bek,A Crimes against the person,A40 Abduction and related offences,15
2022,December,Merri-bek,A Crimes against the person,A50 Robbery,36
2022,December,Merri-bek,A Crimes against the person,A60 Blackmail and extortion,20
2022,December,Merri-bek,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",224
2022,December,Merri-bek,A Crimes against the person,A80 Dangerous and negligent acts endangering people,58
2022,December,Merri-bek,B Property and deception offences,B10 Arson,24
2022,December,Merri-bek,B Property and deception offences,B20 Property damage,621
2022,December,Merri-bek,B Property and deception offences,B30 Burglary/Break and enter,764
2022,December,Merri-bek,B Property and deception offences,B40 Theft,"2,796"
2022,December,Merri-bek,B Property and deception offences,B50 Deception,304
2022,December,Mildura,A Crimes against the person,A20 Assault and related offences,733
2022,December,Mildura,A Crimes against the person,A30 Sexual offences,111
2022,December,Mildura,A Crimes against the person,A40 Abduction and related offences,7
2022,December,Mildura,A Crimes against the person,A50 Robbery,22
2022,December,Mildura,A Crimes against the person,A60 Blackmail and extortion,9
2022,December,Mildura,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",99
2022,December,Mildura,A Crimes against the person,A80 Dangerous and negligent acts endangering people,43
2022,December,Mildura,B Property and deception offences,B10 Arson,31
2022,December,Mildura,B Property and deception offences,B20 Property damage,417
2022,December,Mildura,B Property and deception offences,B30 Burglary/Break and enter,396
2022,December,Mildura,B Property and deception offences,B40 Theft,937
2022,December,Mildura,B Property and deception offences,B50 Deception,111
2022,December,Mitchell,A Crimes against the person,A20 Assault and related offences,430
2022,December,Mitchell,A Crimes against the person,A30 Sexual offences,83
2022,December,Mitchell,A Crimes against the person,A40 Abduction and related offences,5
2022,December,Mitchell,A Crimes against the person,A50 Robbery,5
2022,December,Mitchell,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",76
2022,December,Mitchell,A Crimes against the person,A80 Dangerous and negligent acts endangering people,52
2022,December,Mitchell,B Property and deception offences,B10 Arson,11
2022,December,Mitchell,B Property and deception offences,B20 Property damage,165
2022,December,Mitchell,B Property and deception offences,B30 Burglary/Break and enter,121
2022,December,Mitchell,B Property and deception offences,B40 Theft,270
2022,December,Mitchell,B Property and deception offences,B50 Deception,41
2022,December,Moira,A Crimes against the person,A20 Assault and related offences,202
2022,December,Moira,A Crimes against the person,A30 Sexual offences,40
2022,December,Moira,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",48
2022,December,Moira,A Crimes against the person,A80 Dangerous and negligent acts endangering people,23
2022,December,Moira,B Property and deception offences,B10 Arson,9
2022,December,Moira,B Property and deception offences,B20 Property damage,104
2022,December,Moira,B Property and deception offences,B30 Burglary/Break and enter,97
2022,December,Moira,B Property and deception offences,B40 Theft,258
2022,December,Moira,B Property and deception offences,B50 Deception,36
2022,December,Monash,A Crimes against the person,A10 Homicide and related offences,4
2022,December,Monash,A Crimes against the person,A20 Assault and related offences,902
2022,December,Monash,A Crimes against the person,A30 Sexual offences,218
2022,December,Monash,A Crimes against the person,A40 Abduction and related offences,6
2022,December,Monash,A Crimes against the person,A50 Robbery,56
2022,December,Monash,A Crimes against the person,A60 Blackmail and extortion,6
2022,December,Monash,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",144
2022,December,Monash,A Crimes against the person,A80 Dangerous and negligent acts endangering people,70
2022,December,Monash,B Property and deception offences,B10 Arson,21
