Year,Year ending,Local Government Area,Offence Division,Offence Subdivision,Alleged Offender Incidents
2017,December,Colac-Otway,B Property and deception offences,B30 Burglary/Break and enter,59
2017,December,Colac-Otway,B Property and deception offences,B40 Theft,93
2017,December,Colac-Otway,B Property and deception offences,B50 Deception,12
2017,December,Colac-Otway,C Drug offences,C10 Drug dealing and trafficking,7
2017,December,Colac-Otway,C Drug offences,C30 Drug use and possession,29
2017,December,Colac-Otway,D Public order and security offences,D10 Weapons and explosives offences,30
2017,December,Colac-Otway,D Public order and security offences,D20 Disorderly and offensive conduct,49
2017,December,Colac-Otway,E Justice procedures offences,E10 Justice procedures,9
2017,December,Colac-Otway,E Justice procedures offences,E20 Breaches of orders,77
2017,December,Corangamite,A Crimes against the person,A20 Assault and related offences,73
2017,December,Corangamite,A Crimes against the person,A30 Sexual offences,18
2017,December,Corangamite,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",12
2017,December,Corangamite,A Crimes against the person,A80 Dangerous and negligent acts endangering people,7
2017,December,Corangamite,B Property and deception offences,B20 Property damage,23
2017,December,Corangamite,B Property and deception offences,B30 Burglary/Break and enter,46
2017,December,Corangamite,B Property and deception offences,B40 Theft,56
2017,December,Corangamite,B Property and deception offences,B50 Deception,13
2017,December,Corangamite,C Drug offences,C10 Drug dealing and trafficking,13
2017,December,Corangamite,C Drug offences,C20 Cultivate or manufacture drugs,7
2017,December,Corangamite,C Drug offences,C30 Drug use and possession,28
2017,December,Corangamite,D Public order and security offences,D10 Weapons and explosives offences,8
2017,December,Corangamite,D Public order and security offences,D20 Disorderly and offensive conduct,10
2017,December,Corangamite,E Justice procedures offences,E10 Justice procedures,8
2017,December,Corangamite,E Justice procedures offences,E20 Breaches of orders,53
2017,December,Darebin,A Crimes against the person,A10 Homicide and related offences,7
2017,December,Darebin,A Crimes against the person,A20 Assault and related offences,530
2017,December,Darebin,A Crimes against the person,A30 Sexual offences,69
2017,December,Darebin,A Crimes against the person,A50 Robbery,89
2017,December,Darebin,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",111
2017,December,Darebin,A Crimes against the person,A80 Dangerous and negligent acts endangering people,78
2017,December,Darebin,B Property and deception offences,B10 Arson,11
2017,December,Darebin,B Property and deception offences,B20 Property damage,223
2017,December,Darebin,B Property and deception offences,B30 Burglary/Break and enter,289
2017,December,Darebin,B Property and deception offences,B40 Theft,"1,138"
2017,December,Darebin,B Property and deception offences,B50 Deception,258
2017,December,Darebin,C Drug offences,C10 Drug dealing and trafficking,57
2017,December,Darebin,C Drug offences,C20 Cultivate or manufacture drugs,14
2017,December,Darebin,C Drug offences,C30 Drug use and possession,159
2017,December,Darebin,D Public order and security offences,D10 Weapons and explosives offences,171
2017,December,Darebin,D Public order and security offences,D20 Disorderly and offensive conduct,112
2017,December,Darebin,D Public order and security offences,D30 Public nuisance offences,34
2017,December,Darebin,E Justice procedures offences,E10 Justice procedures,51
2017,December,Darebin,E Justice procedures offences,E20 Breaches of orders,320
2017,December,East Gippsland,A Crimes against the person,A10 Homicide and related offences,6
2017,December,East Gippsland,A Crimes against the person,A20 Assault and related offences,432
2017,December,East Gippsland,A Crimes against the person,A30 Sexual offences,47
2017,December,East Gippsland,A Crimes against the person,A50 Robbery,5
2017,December,East Gippsland,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",44
2017,December,East Gippsland,A Crimes against the person,A80 Dangerous and negligent acts endangering people,36
2017,December,East Gippsland,B Property and deception offences,B10 Arson,15
2017,December,East Gippsland,B Property and deception offences,B20 Property damage,133
2017,December,East Gippsland,B Property and deception offences,B30 Burglary/Break and enter,103
2017,December,East Gippsland,B Property and deception offences,B40 Theft,227
2017,December,East Gippsland,B Property and deception offences,B50 Deception,47
2017,December,East Gippsland,C Drug offences,C10 Drug dealing and trafficking,26
2017,December,East Gippsland,C Drug offences,C20 Cultivate or manufacture drugs,18
2017,December,East Gippsland,C Drug offences,C30 Drug use and possession,82
2017,December,East Gippsland,D Public order and security offences,D10 Weapons and explosives offences,58
2017,December,East Gippsland,D Public order and security offences,D20 Disorderly and offensive conduct,158
2017,December,East Gippsland,D Public order and security offences,D30 Public nuisance offences,7
2017,December,East Gippsland,E Justice procedures offences,E10 Justice procedures,33
2017,December,East Gippsland,E Justice procedures offences,E20 Breaches of orders,258
2017,December,Frankston,A Crimes against the person,A20 Assault and related offences,813
2017,December,Frankston,A Crimes against the person,A30 Sexual offences,87
2017,December,Frankston,A Crimes against the person,A40 Abduction and related offences,6
2017,December,Frankston,A Crimes against the person,A50 Robbery,53
2017,December,Frankston,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",140
2017,December,Frankston,A Crimes against the person,A80 Dangerous and negligent acts endangering people,97
2017,December,Frankston,B Property and deception offences,B10 Arson,19
2017,December,Frankston,B Property and deception offences,B20 Property damage,355
2017,December,Frankston,B Property and deception offences,B30 Burglary/Break and enter,257
2017,December,Frankston,B Property and deception offences,B40 Theft,"1,033"
2017,December,Frankston,B Property and deception offences,B50 Deception,213
2017,December,Frankston,C Drug offences,C10 Drug dealing and trafficking,116
2017,December,Frankston,C Drug offences,C20 Cultivate or manufacture drugs,38
2017,December,Frankston,C Drug offences,C30 Drug use and possession,326
2017,December,Frankston,D Public order and security offences,D10 Weapons and explosives offences,311
2017,December,Frankston,D Public order and security offences,D20 Disorderly and offensive conduct,344
2017,December,Frankston,D Public order and security offences,D30 Public nuisance offences,23
2017,December,Frankston,E Justice procedures offences,E10 Justice procedures,117
2017,December,Frankston,E Justice procedures offences,E20 Breaches of orders,957
2017,December,Gannawarra,A Crimes against the person,A20 Assault and related offences,48
2017,December,Gannawarra,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",16
2017,December,Gannawarra,B Property and deception offences,B10 Arson,7
2017,December,Gannawarra,B Property and deception offences,B20 Property damage,16
2017,December,Gannawarra,B Property and deception offences,B30 Burglary/Break and enter,23
2017,December,Gannawarra,B Property and deception offences,B40 Theft,27
2017,December,Gannawarra,B Property and deception offences,B50 Deception,5
2017,December,Gannawarra,C Drug offences,C10 Drug dealing and trafficking,5
2017,December,Gannawarra,C Drug offences,C20 Cultivate or manufacture drugs,5
2017,December,Gannawarra,C Drug offences,C30 Drug use and possession,14
2017,December,Gannawarra,D Public order and security offences,D10 Weapons and explosives offences,6
2017,December,Gannawarra,D Public order and security offences,D20 Disorderly and offensive conduct,7
2017,December,Gannawarra,D Public order and security offences,D30 Public nuisance offences,9
2017,December,Gannawarra,E Justice procedures offences,E10 Justice procedures,7
2017,December,Gannawarra,E Justice procedures offences,E20 Breaches of orders,49
2017,December,Glen Eira,A Crimes against the person,A20 Assault and related offences,347
2017,December,Glen Eira,A Crimes against the person,A30 Sexual offences,50
2017,December,Glen Eira,A Crimes against the person,A50 Robbery,37
2017,December,Glen Eira,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",53
2017,December,Glen Eira,A Crimes against the person,A80 Dangerous and negligent acts endangering people,13
2017,December,Glen Eira,B Property and deception offences,B10 Arson,13
2017,December,Glen Eira,B Property and deception offences,B20 Property damage,129
2017,December,Glen Eira,B Property and deception offences,B30 Burglary/Break and enter,118
2017,December,Glen Eira,B Property and deception offences,B40 Theft,363
2017,December,Glen Eira,B Property and deception offences,B50 Deception,84
2017,December,Glen Eira,C Drug offences,C10 Drug dealing and trafficking,50
2017,December,Glen Eira,C Drug offences,C20 Cultivate or manufacture drugs,6
2017,December,Glen Eira,C Drug offences,C30 Drug use and possession,110
2017,December,Glen Eira,D Public order and security offences,D10 Weapons and explosives offences,61
2017,December,Glen Eira,D Public order and security offences,D20 Disorderly and offensive conduct,165
2017,December,Glen Eira,D Public order and security offences,D30 Public nuisance offences,26
2017,December,Glen Eira,E Justice procedures offences,E10 Justice procedures,18
2017,December,Glen Eira,E Justice procedures offences,E20 Breaches of orders,166
2017,December,Glen Eira,F Other offences,F20 Transport regulation offences,7
2017,December,Glenelg,A Crimes against the person,A20 Assault and related offences,139
2017,December,Glenelg,A Crimes against the person,A30 Sexual offences,29
2017,December,Glenelg,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",14
2017,December,Glenelg,A Crimes against the person,A80 Dangerous and negligent acts endangering people,19
2017,December,Glenelg,B Property and deception offences,B10 Arson,8
2017,December,Glenelg,B Property and deception offences,B20 Property damage,64
2017,December,Glenelg,B Property and deception offences,B30 Burglary/Break and enter,50
2017,December,Glenelg,B Property and deception offences,B40 Theft,102
2017,December,Glenelg,B Property and deception offences,B50 Deception,16
2017,December,Glenelg,C Drug offences,C10 Drug dealing and trafficking,15
2017,December,Glenelg,C Drug offences,C30 Drug use and possession,37
2017,December,Glenelg,D Public order and security offences,D10 Weapons and explosives offences,19
2017,December,Glenelg,D Public order and security offences,D20 Disorderly and offensive conduct,27
2017,December,Glenelg,D Public order and security offences,D30 Public nuisance offences,6
2017,December,Glenelg,E Justice procedures offences,E10 Justice procedures,16
2017,December,Glenelg,E Justice procedures offences,E20 Breaches of orders,123
2017,December,Golden Plains,A Crimes against the person,A20 Assault and related offences,30
2017,December,Golden Plains,A Crimes against the person,A30 Sexual offences,8
2017,December,Golden Plains,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",10
2017,December,Golden Plains,A Crimes against the person,A80 Dangerous and negligent acts endangering people,4
2017,December,Golden Plains,B Property and deception offences,B10 Arson,5
2017,December,Golden Plains,B Property and deception offences,B20 Property damage,18
2017,December,Golden Plains,B Property and deception offences,B30 Burglary/Break and enter,21
2017,December,Golden Plains,B Property and deception offences,B40 Theft,35
2017,December,Golden Plains,B Property and deception offences,B50 Deception,8
2017,December,Golden Plains,C Drug offences,C30 Drug use and possession,4
2017,December,Golden Plains,D Public order and security offences,D10 Weapons and explosives offences,9
2017,December,Golden Plains,D Public order and security offences,D30 Public nuisance offences,9
2017,December,Golden Plains,E Justice procedures offences,E20 Breaches of orders,35
2017,December,Greater Bendigo,A Crimes against the person,A20 Assault and related offences,606
2017,December,Greater Bendigo,A Crimes against the person,A30 Sexual offences,110
2017,December,Greater Bendigo,A Crimes against the person,A50 Robbery,24
2017,December,Greater Bendigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",62
2017,December,Greater Bendigo,A Crimes against the person,A80 Dangerous and negligent acts endangering people,81
2017,December,Greater Bendigo,B Property and deception offences,B10 Arson,38
2017,December,Greater Bendigo,B Property and deception offences,B20 Property damage,227
2017,December,Greater Bendigo,B Property and deception offences,B30 Burglary/Break and enter,257
2017,December,Greater Bendigo,B Property and deception offences,B40 Theft,736
2017,December,Greater Bendigo,B Property and deception offences,B50 Deception,153
2017,December,Greater Bendigo,C Drug offences,C10 Drug dealing and trafficking,60
2017,December,Greater Bendigo,C Drug offences,C20 Cultivate or manufacture drugs,5
2017,December,Greater Bendigo,C Drug offences,C30 Drug use and possession,142
2017,December,Greater Bendigo,D Public order and security offences,D10 Weapons and explosives offences,121
2017,December,Greater Bendigo,D Public order and security offences,D20 Disorderly and offensive conduct,229
2017,December,Greater Bendigo,D Public order and security offences,D30 Public nuisance offences,43
2017,December,Greater Bendigo,E Justice procedures offences,E10 Justice procedures,92
2017,December,Greater Bendigo,E Justice procedures offences,E20 Breaches of orders,554
2017,December,Greater Dandenong,A Crimes against the person,A10 Homicide and related offences,7
2017,December,Greater Dandenong,A Crimes against the person,A20 Assault and related offences,"1,191"
2017,December,Greater Dandenong,A Crimes against the person,A30 Sexual offences,72
2017,December,Greater Dandenong,A Crimes against the person,A40 Abduction and related offences,15
2017,December,Greater Dandenong,A Crimes against the person,A50 Robbery,116
2017,December,Greater Dandenong,A Crimes against the person,A60 Blackmail and extortion,6
2017,December,Greater Dandenong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",212
2017,December,Greater Dandenong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,84
2017,December,Greater Dandenong,B Property and deception offences,B10 Arson,26
2017,December,Greater Dandenong,B Property and deception offences,B20 Property damage,299
2017,December,Greater Dandenong,B Property and deception offences,B30 Burglary/Break and enter,325
2017,December,Greater Dandenong,B Property and deception offences,B40 Theft,962
2017,December,Greater Dandenong,B Property and deception offences,B50 Deception,242
2017,December,Greater Dandenong,C Drug offences,C10 Drug dealing and trafficking,110
2017,December,Greater Dandenong,C Drug offences,C20 Cultivate or manufacture drugs,26
2017,December,Greater Dandenong,C Drug offences,C30 Drug use and possession,500
2017,December,Greater Dandenong,D Public order and security offences,D10 Weapons and explosives offences,319
2017,December,Greater Dandenong,D Public order and security offences,D20 Disorderly and offensive conduct,570
2017,December,Greater Dandenong,D Public order and security offences,D30 Public nuisance offences,42
2017,December,Greater Dandenong,E Justice procedures offences,E10 Justice procedures,110
2017,December,Greater Dandenong,E Justice procedures offences,E20 Breaches of orders,914
2017,December,Greater Geelong,A Crimes against the person,A10 Homicide and related offences,6
2017,December,Greater Geelong,A Crimes against the person,A20 Assault and related offences,"1,127"
2017,December,Greater Geelong,A Crimes against the person,A30 Sexual offences,138
2017,December,Greater Geelong,A Crimes against the person,A50 Robbery,40
2017,December,Greater Geelong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",208
2017,December,Greater Geelong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,117
2017,December,Greater Geelong,B Property and deception offences,B10 Arson,29
2017,December,Greater Geelong,B Property and deception offences,B20 Property damage,476
2017,December,Greater Geelong,B Property and deception offences,B30 Burglary/Break and enter,416
2017,December,Greater Geelong,B Property and deception offences,B40 Theft,"1,425"
2017,December,Greater Geelong,B Property and deception offences,B50 Deception,272
2017,December,Greater Geelong,C Drug offences,C10 Drug dealing and trafficking,131
2017,December,Greater Geelong,C Drug offences,C20 Cultivate or manufacture drugs,48
2017,December,Greater Geelong,C Drug offences,C30 Drug use and possession,221
2017,December,Greater Geelong,D Public order and security offences,D10 Weapons and explosives offences,207
2017,December,Greater Geelong,D Public order and security offences,D20 Disorderly and offensive conduct,436
2017,December,Greater Geelong,D Public order and security offences,D30 Public nuisance offences,37
2017,December,Greater Geelong,E Justice procedures offences,E10 Justice procedures,88
2017,December,Greater Geelong,E Justice procedures offences,E20 Breaches of orders,814
2017,December,Greater Geelong,F Other offences,F30 Other government regulatory offences,4
2017,December,Greater Shepparton,A Crimes against the person,A20 Assault and related offences,505
2017,December,Greater Shepparton,A Crimes against the person,A30 Sexual offences,72
2017,December,Greater Shepparton,A Crimes against the person,A50 Robbery,19
2017,December,Greater Shepparton,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",80
2017,December,Greater Shepparton,A Crimes against the person,A80 Dangerous and negligent acts endangering people,61
2017,December,Greater Shepparton,B Property and deception offences,B10 Arson,22
2017,December,Greater Shepparton,B Property and deception offences,B20 Property damage,192
2017,December,Greater Shepparton,B Property and deception offences,B30 Burglary/Break and enter,335
2017,December,Greater Shepparton,B Property and deception offences,B40 Theft,505
2017,December,Greater Shepparton,B Property and deception offences,B50 Deception,113
2017,December,Greater Shepparton,C Drug offences,C10 Drug dealing and trafficking,42
2017,December,Greater Shepparton,C Drug offences,C20 Cultivate or manufacture drugs,18
2017,December,Greater Shepparton,C Drug offences,C30 Drug use and possession,144
2017,December,Greater Shepparton,D Public order and security offences,D10 Weapons and explosives offences,185
2017,December,Greater Shepparton,D Public order and security offences,D20 Disorderly and offensive conduct,279
2017,December,Greater Shepparton,D Public order and security offences,D30 Public nuisance offences,9
2017,December,Greater Shepparton,E Justice procedures offences,E10 Justice procedures,45
2017,December,Greater Shepparton,E Justice procedures offences,E20 Breaches of orders,358
2017,December,Greater Shepparton,F Other offences,F30 Other government regulatory offences,5
2017,December,Hepburn,A Crimes against the person,A20 Assault and related offences,56
2017,December,Hepburn,A Crimes against the person,A30 Sexual offences,6
2017,December,Hepburn,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",8
2017,December,Hepburn,A Crimes against the person,A80 Dangerous and negligent acts endangering people,9
2017,December,Hepburn,B Property and deception offences,B10 Arson,4
2017,December,Hepburn,B Property and deception offences,B20 Property damage,12
2017,December,Hepburn,B Property and deception offences,B30 Burglary/Break and enter,38
2017,December,Hepburn,B Property and deception offences,B40 Theft,27
2017,December,Hepburn,B Property and deception offences,B50 Deception,7
2017,December,Hepburn,C Drug offences,C30 Drug use and possession,4
2017,December,Hepburn,D Public order and security offences,D10 Weapons and explosives offences,5
2017,December,Hepburn,D Public order and security offences,D20 Disorderly and offensive conduct,9
2017,December,Hepburn,E Justice procedures offences,E20 Breaches of orders,41
2017,December,Hindmarsh,A Crimes against the person,A20 Assault and related offences,47
2017,December,Hindmarsh,A Crimes against the person,A30 Sexual offences,4
2017,December,Hindmarsh,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",9
2017,December,Hindmarsh,B Property and deception offences,B30 Burglary/Break and enter,15
2017,December,Hindmarsh,B Property and deception offences,B40 Theft,4
2017,December,Hindmarsh,C Drug offences,C30 Drug use and possession,12
2017,December,Hindmarsh,D Public order and security offences,D10 Weapons and explosives offences,4
2017,December,Hindmarsh,D Public order and security offences,D20 Disorderly and offensive conduct,6
2017,December,Hindmarsh,E Justice procedures offences,E20 Breaches of orders,15
2017,December,Hobsons Bay,A Crimes against the person,A20 Assault and related offences,374
2017,December,Hobsons Bay,A Crimes against the person,A30 Sexual offences,36
2017,December,Hobsons Bay,A Crimes against the person,A50 Robbery,30
2017,December,Hobsons Bay,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",87
2017,December,Hobsons Bay,A Crimes against the person,A80 Dangerous and negligent acts endangering people,32
2017,December,Hobsons Bay,B Property and deception offences,B10 Arson,7
2017,December,Hobsons Bay,B Property and deception offences,B20 Property damage,147
2017,December,Hobsons Bay,B Property and deception offences,B30 Burglary/Break and enter,119
2017,December,Hobsons Bay,B Property and deception offences,B40 Theft,383
2017,December,Hobsons Bay,B Property and deception offences,B50 Deception,90
2017,December,Hobsons Bay,C Drug offences,C10 Drug dealing and trafficking,27
2017,December,Hobsons Bay,C Drug offences,C20 Cultivate or manufacture drugs,7
2017,December,Hobsons Bay,C Drug offences,C30 Drug use and possession,60
2017,December,Hobsons Bay,D Public order and security offences,D10 Weapons and explosives offences,72
2017,December,Hobsons Bay,D Public order and security offences,D20 Disorderly and offensive conduct,103
2017,December,Hobsons Bay,D Public order and security offences,D30 Public nuisance offences,12
2017,December,Hobsons Bay,E Justice procedures offences,E10 Justice procedures,23
2017,December,Hobsons Bay,E Justice procedures offences,E20 Breaches of orders,207
2017,December,Hobsons Bay,F Other offences,F20 Transport regulation offences,9
2017,December,Horsham,A Crimes against the person,A20 Assault and related offences,231
2017,December,Horsham,A Crimes against the person,A30 Sexual offences,24
2017,December,Horsham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",33
2017,December,Horsham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,10
2017,December,Horsham,B Property and deception offences,B10 Arson,10
2017,December,Horsham,B Property and deception offences,B20 Property damage,78
2017,December,Horsham,B Property and deception offences,B30 Burglary/Break and enter,49
2017,December,Horsham,B Property and deception offences,B40 Theft,116
2017,December,Horsham,B Property and deception offences,B50 Deception,24
2017,December,Horsham,C Drug offences,C10 Drug dealing and trafficking,10
2017,December,Horsham,C Drug offences,C20 Cultivate or manufacture drugs,6
2017,December,Horsham,C Drug offences,C30 Drug use and possession,66
2017,December,Horsham,D Public order and security offences,D10 Weapons and explosives offences,27
2017,December,Horsham,D Public order and security offences,D20 Disorderly and offensive conduct,59
2017,December,Horsham,E Justice procedures offences,E10 Justice procedures,36
2017,December,Horsham,E Justice procedures offences,E20 Breaches of orders,128
2017,December,Hume,A Crimes against the person,A10 Homicide and related offences,4
2017,December,Hume,A Crimes against the person,A20 Assault and related offences,"1,151"
2017,December,Hume,A Crimes against the person,A30 Sexual offences,114
2017,December,Hume,A Crimes against the person,A40 Abduction and related offences,27
2017,December,Hume,A Crimes against the person,A50 Robbery,54
2017,December,Hume,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",239
2017,December,Hume,A Crimes against the person,A80 Dangerous and negligent acts endangering people,117
2017,December,Hume,B Property and deception offences,B10 Arson,33
2017,December,Hume,B Property and deception offences,B20 Property damage,296
2017,December,Hume,B Property and deception offences,B30 Burglary/Break and enter,415
2017,December,Hume,B Property and deception offences,B40 Theft,"1,090"
2017,December,Hume,B Property and deception offences,B50 Deception,266
2017,December,Hume,C Drug offences,C10 Drug dealing and trafficking,89
2017,December,Hume,C Drug offences,C20 Cultivate or manufacture drugs,37
2017,December,Hume,C Drug offences,C30 Drug use and possession,382
2017,December,Hume,D Public order and security offences,D10 Weapons and explosives offences,328
2017,December,Hume,D Public order and security offences,D20 Disorderly and offensive conduct,185
2017,December,Hume,D Public order and security offences,D30 Public nuisance offences,35
2017,December,Hume,E Justice procedures offences,E10 Justice procedures,115
2017,December,Hume,E Justice procedures offences,E20 Breaches of orders,774
2017,December,Hume,F Other offences,F20 Transport regulation offences,10
2017,December,Hume,F Other offences,F30 Other government regulatory offences,5
2017,December,Indigo,A Crimes against the person,A20 Assault and related offences,39
2017,December,Indigo,A Crimes against the person,A30 Sexual offences,16
2017,December,Indigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",4
2017,December,Indigo,B Property and deception offences,B20 Property damage,11
2017,December,Indigo,B Property and deception offences,B30 Burglary/Break and enter,8
2017,December,Indigo,B Property and deception offences,B40 Theft,21
2017,December,Indigo,B Property and deception offences,B50 Deception,5
2017,December,Indigo,C Drug offences,C30 Drug use and possession,8
2017,December,Indigo,D Public order and security offences,D10 Weapons and explosives offences,4
2017,December,Indigo,D Public order and security offences,D20 Disorderly and offensive conduct,20
2017,December,Indigo,E Justice procedures offences,E20 Breaches of orders,11
2017,December,Kingston,A Crimes against the person,A10 Homicide and related offences,6
2017,December,Kingston,A Crimes against the person,A20 Assault and related offences,495
2017,December,Kingston,A Crimes against the person,A30 Sexual offences,78
2017,December,Kingston,A Crimes against the person,A50 Robbery,50
2017,December,Kingston,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",76
2017,December,Kingston,A Crimes against the person,A80 Dangerous and negligent acts endangering people,33
2017,December,Kingston,B Property and deception offences,B10 Arson,9
2017,December,Kingston,B Property and deception offences,B20 Property damage,249
2017,December,Kingston,B Property and deception offences,B30 Burglary/Break and enter,267
2017,December,Kingston,B Property and deception offences,B40 Theft,679
2017,December,Kingston,B Property and deception offences,B50 Deception,163
2017,December,Kingston,C Drug offences,C10 Drug dealing and trafficking,55
2017,December,Kingston,C Drug offences,C20 Cultivate or manufacture drugs,18
2017,December,Kingston,C Drug offences,C30 Drug use and possession,164
2017,December,Kingston,D Public order and security offences,D10 Weapons and explosives offences,124
2017,December,Kingston,D Public order and security offences,D20 Disorderly and offensive conduct,189
2017,December,Kingston,D Public order and security offences,D30 Public nuisance offences,17
2017,December,Kingston,E Justice procedures offences,E10 Justice procedures,55
2017,December,Kingston,E Justice procedures offences,E20 Breaches of orders,443
2017,December,Kingston,F Other offences,F20 Transport regulation offences,6
2017,December,Knox,A Crimes against the person,A20 Assault and related offences,586
2017,December,Knox,A Crimes against the person,A30 Sexual offences,75
2017,December,Knox,A Crimes against the person,A40 Abduction and related offences,4
2017,December,Knox,A Crimes against the person,A50 Robbery,35
2017,December,Knox,A Crimes against the person,A60 Blackmail and extortion,4
2017,December,Knox,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",90
2017,December,Knox,A Crimes against the person,A80 Dangerous and negligent acts endangering people,62
2017,December,Knox,B Property and deception offences,B10 Arson,6
2017,December,Knox,B Property and deception offences,B20 Property damage,168
2017,December,Knox,B Property and deception offences,B30 Burglary/Break and enter,170
2017,December,Knox,B Property and deception offences,B40 Theft,875
2017,December,Knox,B Property and deception offences,B50 Deception,118
2017,December,Knox,C Drug offences,C10 Drug dealing and trafficking,95
2017,December,Knox,C Drug offences,C20 Cultivate or manufacture drugs,38
2017,December,Knox,C Drug offences,C30 Drug use and possession,350
2017,December,Knox,D Public order and security offences,D10 Weapons and explosives offences,212
2017,December,Knox,D Public order and security offences,D20 Disorderly and offensive conduct,106
2017,December,Knox,D Public order and security offences,D30 Public nuisance offences,14
2017,December,Knox,E Justice procedures offences,E10 Justice procedures,58
2017,December,Knox,E Justice procedures offences,E20 Breaches of orders,309
2017,December,Knox,F Other offences,F20 Transport regulation offences,6
2017,December,Latrobe,A Crimes against the person,A20 Assault and related offences,"1,175"
2017,December,Latrobe,A Crimes against the person,A30 Sexual offences,116
2017,December,Latrobe,A Crimes against the person,A40 Abduction and related offences,7
2017,December,Latrobe,A Crimes against the person,A50 Robbery,60
2017,December,Latrobe,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",225
2017,December,Latrobe,A Crimes against the person,A80 Dangerous and negligent acts endangering people,116
2017,December,Latrobe,B Property and deception offences,B10 Arson,40
2017,December,Latrobe,B Property and deception offences,B20 Property damage,406
2017,December,Latrobe,B Property and deception offences,B30 Burglary/Break and enter,300
2017,December,Latrobe,B Property and deception offences,B40 Theft,912
2017,December,Latrobe,B Property and deception offences,B50 Deception,157
2017,December,Latrobe,C Drug offences,C10 Drug dealing and trafficking,66
2017,December,Latrobe,C Drug offences,C20 Cultivate or manufacture drugs,23
2017,December,Latrobe,C Drug offences,C30 Drug use and possession,140
2017,December,Latrobe,D Public order and security offences,D10 Weapons and explosives offences,169
2017,December,Latrobe,D Public order and security offences,D20 Disorderly and offensive conduct,283
2017,December,Latrobe,D Public order and security offences,D30 Public nuisance offences,30
2017,December,Latrobe,E Justice procedures offences,E10 Justice procedures,90
2017,December,Latrobe,E Justice procedures offences,E20 Breaches of orders,946
2017,December,Loddon,A Crimes against the person,A20 Assault and related offences,26
2017,December,Loddon,A Crimes against the person,A30 Sexual offences,11
2017,December,Loddon,B Property and deception offences,B10 Arson,6
2017,December,Loddon,B Property and deception offences,B20 Property damage,27
2017,December,Loddon,B Property and deception offences,B40 Theft,17
2017,December,Loddon,C Drug offences,C30 Drug use and possession,7
2017,December,Loddon,D Public order and security offences,D20 Disorderly and offensive conduct,5
2017,December,Loddon,E Justice procedures offences,E10 Justice procedures,6
2017,December,Loddon,E Justice procedures offences,E20 Breaches of orders,16
2017,December,Macedon Ranges,A Crimes against the person,A20 Assault and related offences,119
2017,December,Macedon Ranges,A Crimes against the person,A30 Sexual offences,12
2017,December,Macedon Ranges,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",31
2017,December,Macedon Ranges,A Crimes against the person,A80 Dangerous and negligent acts endangering people,29
2017,December,Macedon Ranges,B Property and deception offences,B10 Arson,21
2017,December,Macedon Ranges,B Property and deception offences,B20 Property damage,54
2017,December,Macedon Ranges,B Property and deception offences,B30 Burglary/Break and enter,24
2017,December,Macedon Ranges,B Property and deception offences,B40 Theft,113
2017,December,Macedon Ranges,B Property and deception offences,B50 Deception,29
2017,December,Macedon Ranges,C Drug offences,C10 Drug dealing and trafficking,11
2017,December,Macedon Ranges,C Drug offences,C30 Drug use and possession,55
2017,December,Macedon Ranges,D Public order and security offences,D10 Weapons and explosives offences,27
2017,December,Macedon Ranges,D Public order and security offences,D20 Disorderly and offensive conduct,43
2017,December,Macedon Ranges,E Justice procedures offences,E10 Justice procedures,18
2017,December,Macedon Ranges,E Justice procedures offences,E20 Breaches of orders,98
2017,December,Manningham,A Crimes against the person,A20 Assault and related offences,266
2017,December,Manningham,A Crimes against the person,A30 Sexual offences,28
2017,December,Manningham,A Crimes against the person,A50 Robbery,23
2017,December,Manningham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",38
2017,December,Manningham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,11
2017,December,Manningham,B Property and deception offences,B10 Arson,5
2017,December,Manningham,B Property and deception offences,B20 Property damage,68
2017,December,Manningham,B Property and deception offences,B30 Burglary/Break and enter,136
