Year,Year ending,Local Government Area,Sex,Harm Caused Flag,Victim Reports
2017,December,Ballarat,Males,Medium Harm,538
2017,December,Banyule,Females,High Harm,287
2017,December,Banyule,Females,Low Harm,"1,316"
2017,December,Banyule,Females,Medium Harm,357
2017,December,Banyule,Males,High Harm,238
2017,December,Banyule,Males,Low Harm,"1,640"
2017,December,Banyule,Males,Medium Harm,435
2017,December,Bass Coast,Females,High Harm,88
2017,December,Bass Coast,Females,Low Harm,303
2017,December,Bass Coast,Females,Medium Harm,161
2017,December,Bass Coast,Males,High Harm,84
2017,December,Bass Coast,Males,Low Harm,333
2017,December,Bass Coast,Males,Medium Harm,108
2017,December,Baw Baw,Females,High Harm,161
2017,December,Baw Baw,Females,Low Harm,312
2017,December,Baw Baw,Females,Medium Harm,210
2017,December,Baw Baw,Males,High Harm,98
2017,December,Baw Baw,Males,Low Harm,396
2017,December,Baw Baw,Males,Medium Harm,173
2017,December,Bayside,Females,High Harm,132
2017,December,Bayside,Females,Low Harm,858
2017,December,Bayside,Females,Medium Harm,216
2017,December,Bayside,Males,High Harm,147
2017,December,Bayside,Males,Low Harm,"1,090"
2017,December,Bayside,Males,Medium Harm,221
2017,December,Benalla,Females,High Harm,72
2017,December,Benalla,Females,Low Harm,106
2017,December,Benalla,Females,Medium Harm,89
2017,December,Benalla,Males,High Harm,60
2017,December,Benalla,Males,Low Harm,165
2017,December,Benalla,Males,Medium Harm,65
2017,December,Boroondara,Females,High Harm,188
2017,December,Boroondara,Females,Low Harm,"1,246"
2017,December,Boroondara,Females,Medium Harm,251
2017,December,Boroondara,Males,High Harm,188
2017,December,Boroondara,Males,Low Harm,"1,669"
2017,December,Boroondara,Males,Medium Harm,336
2017,December,Brimbank,Females,High Harm,608
2017,December,Brimbank,Females,Low Harm,"2,013"
2017,December,Brimbank,Females,Medium Harm,852
2017,December,Brimbank,Males,High Harm,717
2017,December,Brimbank,Males,Low Harm,"2,795"
2017,December,Brimbank,Males,Medium Harm,812
2017,December,Buloke,Females,High Harm,20
2017,December,Buloke,Females,Low Harm,16
2017,December,Buloke,Females,Medium Harm,8
2017,December,Buloke,Males,High Harm,5
2017,December,Buloke,Males,Low Harm,42
2017,December,Buloke,Males,Medium Harm,21
2017,December,Campaspe,Females,High Harm,156
2017,December,Campaspe,Females,Low Harm,309
2017,December,Campaspe,Females,Medium Harm,114
2017,December,Campaspe,Males,High Harm,99
2017,December,Campaspe,Males,Low Harm,424
2017,December,Campaspe,Males,Medium Harm,124
2017,December,Cardinia,Females,High Harm,209
2017,December,Cardinia,Females,Low Harm,573
2017,December,Cardinia,Females,Medium Harm,363
2017,December,Cardinia,Males,High Harm,184
2017,December,Cardinia,Males,Low Harm,806
2017,December,Cardinia,Males,Medium Harm,279
2017,December,Casey,Females,High Harm,752
2017,December,Casey,Females,Low Harm,"2,067"
2017,December,Casey,Females,Medium Harm,"1,453"
2017,December,Casey,Males,High Harm,703
2017,December,Casey,Males,Low Harm,"2,988"
2017,December,Casey,Males,Medium Harm,"1,232"
2017,December,Central Goldfields,Females,High Harm,58
2017,December,Central Goldfields,Females,Low Harm,98
2017,December,Central Goldfields,Females,Medium Harm,66
2017,December,Central Goldfields,Males,High Harm,35
2017,December,Central Goldfields,Males,Low Harm,131
2017,December,Central Goldfields,Males,Medium Harm,70
2017,December,Colac-Otway,Females,High Harm,76
2017,December,Colac-Otway,Females,Low Harm,235
2017,December,Colac-Otway,Females,Medium Harm,91
2017,December,Colac-Otway,Males,High Harm,69
2017,December,Colac-Otway,Males,Low Harm,282
2017,December,Colac-Otway,Males,Medium Harm,78
2017,December,Corangamite,Females,High Harm,62
2017,December,Corangamite,Females,Low Harm,80
2017,December,Corangamite,Females,Medium Harm,47
2017,December,Corangamite,Males,High Harm,20
2017,December,Corangamite,Males,Low Harm,152
2017,December,Corangamite,Males,Medium Harm,53
2017,December,Darebin,Females,High Harm,343
2017,December,Darebin,Females,Low Harm,"2,266"
2017,December,Darebin,Females,Medium Harm,526
2017,December,Darebin,Males,High Harm,362
2017,December,Darebin,Males,Low Harm,"2,922"
2017,December,Darebin,Males,Medium Harm,729
2017,December,East Gippsland,Females,High Harm,240
2017,December,East Gippsland,Females,Low Harm,348
2017,December,East Gippsland,Females,Medium Harm,242
2017,December,East Gippsland,Males,High Harm,175
2017,December,East Gippsland,Males,Low Harm,439
2017,December,East Gippsland,Males,Medium Harm,138
2017,December,Frankston,Females,High Harm,475
2017,December,Frankston,Females,Low Harm,"1,378"
2017,December,Frankston,Females,Medium Harm,593
2017,December,Frankston,Males,High Harm,432
2017,December,Frankston,Males,Low Harm,"1,729"
2017,December,Frankston,Males,Medium Harm,589
2017,December,Gannawarra,Females,High Harm,28
2017,December,Gannawarra,Females,Low Harm,42
2017,December,Gannawarra,Females,Medium Harm,39
2017,December,Gannawarra,Males,High Harm,11
2017,December,Gannawarra,Males,Low Harm,84
2017,December,Gannawarra,Males,Medium Harm,29
2017,December,Glen Eira,Females,High Harm,220
2017,December,Glen Eira,Females,Low Harm,"1,100"
2017,December,Glen Eira,Females,Medium Harm,276
2017,December,Glen Eira,Males,High Harm,223
2017,December,Glen Eira,Males,Low Harm,"1,470"
2017,December,Glen Eira,Males,Medium Harm,338
2017,December,Glenelg,Females,High Harm,80
2017,December,Glenelg,Females,Low Harm,160
2017,December,Glenelg,Females,Medium Harm,66
2017,December,Glenelg,Males,High Harm,53
2017,December,Glenelg,Males,Low Harm,235
2017,December,Glenelg,Males,Medium Harm,67
2017,December,Golden Plains,Females,High Harm,39
2017,December,Golden Plains,Females,Low Harm,58
2017,December,Golden Plains,Females,Medium Harm,35
2017,December,Golden Plains,Males,High Harm,26
2017,December,Golden Plains,Males,Low Harm,114
2017,December,Golden Plains,Males,Medium Harm,20
2017,December,Greater Bendigo,Females,High Harm,352
2017,December,Greater Bendigo,Females,Low Harm,885
2017,December,Greater Bendigo,Females,Medium Harm,468
2017,December,Greater Bendigo,Males,High Harm,287
2017,December,Greater Bendigo,Males,Low Harm,"1,105"
2017,December,Greater Bendigo,Males,Medium Harm,351
2017,December,Greater Dandenong,Females,High Harm,550
2017,December,Greater Dandenong,Females,Low Harm,"1,611"
2017,December,Greater Dandenong,Females,Medium Harm,"1,029"
2017,December,Greater Dandenong,Males,High Harm,604
2017,December,Greater Dandenong,Males,Low Harm,"2,496"
2017,December,Greater Dandenong,Males,Medium Harm,"1,080"
2017,December,Greater Geelong,Females,High Harm,747
2017,December,Greater Geelong,Females,Low Harm,"2,819"
2017,December,Greater Geelong,Females,Medium Harm,963
2017,December,Greater Geelong,Males,High Harm,697
2017,December,Greater Geelong,Males,Low Harm,"3,397"
2017,December,Greater Geelong,Males,Medium Harm,914
2017,December,Greater Shepparton,Females,High Harm,369
2017,December,Greater Shepparton,Females,Low Harm,739
2017,December,Greater Shepparton,Females,Medium Harm,306
2017,December,Greater Shepparton,Males,High Harm,246
2017,December,Greater Shepparton,Males,Low Harm,934
2017,December,Greater Shepparton,Males,Medium Harm,299
2017,December,Hepburn,Females,High Harm,31
2017,December,Hepburn,Females,Low Harm,89
2017,December,Hepburn,Females,Medium Harm,59
2017,December,Hepburn,Males,High Harm,29
2017,December,Hepburn,Males,Low Harm,144
2017,December,Hepburn,Males,Medium Harm,57
2017,December,Hindmarsh,Females,High Harm,18
2017,December,Hindmarsh,Females,Low Harm,29
2017,December,Hindmarsh,Females,Medium Harm,21
2017,December,Hindmarsh,Males,High Harm,20
2017,December,Hindmarsh,Males,Low Harm,47
2017,December,Hindmarsh,Males,Medium Harm,26
2017,December,Hobsons Bay,Females,High Harm,183
2017,December,Hobsons Bay,Females,Low Harm,714
2017,December,Hobsons Bay,Females,Medium Harm,290
2017,December,Hobsons Bay,Males,High Harm,195
2017,December,Hobsons Bay,Males,Low Harm,"1,076"
2017,December,Hobsons Bay,Males,Medium Harm,277
2017,December,Horsham,Females,High Harm,123
2017,December,Horsham,Females,Low Harm,186
2017,December,Horsham,Females,Medium Harm,134
2017,December,Horsham,Males,High Harm,77
2017,December,Horsham,Males,Low Harm,210
2017,December,Horsham,Males,Medium Harm,95
2017,December,Hume,Females,High Harm,614
2017,December,Hume,Females,Low Harm,"2,228"
2017,December,Hume,Females,Medium Harm,"1,018"
2017,December,Hume,Males,High Harm,566
2017,December,Hume,Males,Low Harm,"3,262"
2017,December,Hume,Males,Medium Harm,"1,068"
2017,December,Indigo,Females,High Harm,42
2017,December,Indigo,Females,Low Harm,35
2017,December,Indigo,Females,Medium Harm,27
2017,December,Indigo,Males,High Harm,32
2017,December,Indigo,Males,Low Harm,75
2017,December,Indigo,Males,Medium Harm,21
2017,December,Kingston,Females,High Harm,323
2017,December,Kingston,Females,Low Harm,"1,088"
2017,December,Kingston,Females,Medium Harm,356
2017,December,Kingston,Males,High Harm,295
2017,December,Kingston,Males,Low Harm,"1,613"
2017,December,Kingston,Males,Medium Harm,414
2017,December,Knox,Females,High Harm,321
2017,December,Knox,Females,Low Harm,"1,154"
2017,December,Knox,Females,Medium Harm,504
2017,December,Knox,Males,High Harm,335
2017,December,Knox,Males,Low Harm,"1,733"
2017,December,Knox,Males,Medium Harm,515
2017,December,Latrobe,Females,High Harm,534
2017,December,Latrobe,Females,Low Harm,"1,282"
2017,December,Latrobe,Females,Medium Harm,740
2017,December,Latrobe,Males,High Harm,464
2017,December,Latrobe,Males,Low Harm,"1,232"
2017,December,Latrobe,Males,Medium Harm,512
2017,December,Loddon,Females,High Harm,18
2017,December,Loddon,Females,Low Harm,23
2017,December,Loddon,Females,Medium Harm,16
2017,December,Loddon,Males,High Harm,13
2017,December,Loddon,Males,Low Harm,83
2017,December,Loddon,Males,Medium Harm,17
2017,December,Macedon Ranges,Females,High Harm,62
2017,December,Macedon Ranges,Females,Low Harm,228
2017,December,Macedon Ranges,Females,Medium Harm,100
2017,December,Macedon Ranges,Males,High Harm,45
2017,December,Macedon Ranges,Males,Low Harm,318
2017,December,Macedon Ranges,Males,Medium Harm,96
2017,December,Manningham,Females,High Harm,163
2017,December,Manningham,Females,Low Harm,698
2017,December,Manningham,Females,Medium Harm,200
2017,December,Manningham,Males,High Harm,132
2017,December,Manningham,Males,Low Harm,975
2017,December,Manningham,Males,Medium Harm,210
2017,December,Mansfield,Females,High Harm,14
2017,December,Mansfield,Females,Low Harm,67
2017,December,Mansfield,Females,Medium Harm,22
2017,December,Mansfield,Males,High Harm,23
2017,December,Mansfield,Males,Low Harm,142
2017,December,Mansfield,Males,Medium Harm,21
2017,December,Maribyrnong,Females,High Harm,217
2017,December,Maribyrnong,Females,Low Harm,"1,072"
2017,December,Maribyrnong,Females,Medium Harm,306
2017,December,Maribyrnong,Males,High Harm,290
2017,December,Maribyrnong,Males,Low Harm,"1,718"
2017,December,Maribyrnong,Males,Medium Harm,373
2017,December,Maroondah,Females,High Harm,236
2017,December,Maroondah,Females,Low Harm,787
2017,December,Maroondah,Females,Medium Harm,379
2017,December,Maroondah,Males,High Harm,255
2017,December,Maroondah,Males,Low Harm,"1,100"
2017,December,Maroondah,Males,Medium Harm,362
2017,December,Melbourne,Females,High Harm,949
2017,December,Melbourne,Females,Low Harm,"3,544"
2017,December,Melbourne,Females,Medium Harm,873
2017,December,Melbourne,Males,High Harm,"1,461"
2017,December,Melbourne,Males,Low Harm,"4,511"
2017,December,Melbourne,Males,Medium Harm,"1,441"
2017,December,Melton,Females,High Harm,388
2017,December,Melton,Females,Low Harm,"1,240"
2017,December,Melton,Females,Medium Harm,528
2017,December,Melton,Males,High Harm,384
2017,December,Melton,Males,Low Harm,"1,779"
2017,December,Melton,Males,Medium Harm,442
2017,December,Merri-bek,Females,High Harm,424
2017,December,Merri-bek,Females,Low Harm,"2,167"
2017,December,Merri-bek,Females,Medium Harm,591
2017,December,Merri-bek,Males,High Harm,395
2017,December,Merri-bek,Males,Low Harm,"2,855"
2017,December,Merri-bek,Males,Medium Harm,682
2017,December,Mildura,Females,High Harm,287
2017,December,Mildura,Females,Low Harm,596
2017,December,Mildura,Females,Medium Harm,336
2017,December,Mildura,Males,High Harm,213
2017,December,Mildura,Males,Low Harm,763
2017,December,Mildura,Males,Medium Harm,242
2017,December,Mitchell,Females,High Harm,147
2017,December,Mitchell,Females,Low Harm,379
2017,December,Mitchell,Females,Medium Harm,235
2017,December,Mitchell,Males,High Harm,143
2017,December,Mitchell,Males,Low Harm,528
2017,December,Mitchell,Males,Medium Harm,189
2017,December,Moira,Females,High Harm,80
2017,December,Moira,Females,Low Harm,144
2017,December,Moira,Females,Medium Harm,112
2017,December,Moira,Males,High Harm,58
2017,December,Moira,Males,Low Harm,240
2017,December,Moira,Males,Medium Harm,60
2017,December,Monash,Females,High Harm,288
2017,December,Monash,Females,Low Harm,"1,441"
2017,December,Monash,Females,Medium Harm,448
2017,December,Monash,Males,High Harm,302
2017,December,Monash,Males,Low Harm,"2,202"
2017,December,Monash,Males,Medium Harm,539
2017,December,Moonee Valley,Females,High Harm,233
2017,December,Moonee Valley,Females,Low Harm,"1,181"
2017,December,Moonee Valley,Females,Medium Harm,309
2017,December,Moonee Valley,Males,High Harm,305
2017,December,Moonee Valley,Males,Low Harm,"1,626"
2017,December,Moonee Valley,Males,Medium Harm,381
2017,December,Moorabool,Females,High Harm,91
2017,December,Moorabool,Females,Low Harm,220
2017,December,Moorabool,Females,Medium Harm,129
2017,December,Moorabool,Males,High Harm,65
2017,December,Moorabool,Males,Low Harm,315
2017,December,Moorabool,Males,Medium Harm,91
2017,December,Mornington Peninsula,Females,High Harm,318
2017,December,Mornington Peninsula,Females,Low Harm,"1,297"
2017,December,Mornington Peninsula,Females,Medium Harm,467
2017,December,Mornington Peninsula,Males,High Harm,321
2017,December,Mornington Peninsula,Males,Low Harm,"1,786"
2017,December,Mornington Peninsula,Males,Medium Harm,382
2017,December,Mount Alexander,Females,High Harm,23
2017,December,Mount Alexander,Females,Low Harm,91
2017,December,Mount Alexander,Females,Medium Harm,30
2017,December,Mount Alexander,Males,High Harm,37
2017,December,Mount Alexander,Males,Low Harm,144
2017,December,Mount Alexander,Males,Medium Harm,41
2017,December,Moyne,Females,High Harm,35
2017,December,Moyne,Females,Low Harm,55
2017,December,Moyne,Females,Medium Harm,37
2017,December,Moyne,Males,High Harm,23
2017,December,Moyne,Males,Low Harm,94
2017,December,Moyne,Males,Medium Harm,21
2017,December,Murrindindi,Females,High Harm,42
2017,December,Murrindindi,Females,Low Harm,52
2017,December,Murrindindi,Females,Medium Harm,36
2017,December,Murrindindi,Males,High Harm,34
2017,December,Murrindindi,Males,Low Harm,109
2017,December,Murrindindi,Males,Medium Harm,39
2017,December,Nillumbik,Females,High Harm,61
2017,December,Nillumbik,Females,Low Harm,322
2017,December,Nillumbik,Females,Medium Harm,126
2017,December,Nillumbik,Males,High Harm,53
2017,December,Nillumbik,Males,Low Harm,522
2017,December,Nillumbik,Males,Medium Harm,118
2017,December,Northern Grampians,Females,High Harm,46
2017,December,Northern Grampians,Females,Low Harm,67
2017,December,Northern Grampians,Females,Medium Harm,58
2017,December,Northern Grampians,Males,High Harm,54
2017,December,Northern Grampians,Males,Low Harm,105
2017,December,Northern Grampians,Males,Medium Harm,41
2017,December,Port Phillip,Females,High Harm,410
2017,December,Port Phillip,Females,Low Harm,"1,813"
2017,December,Port Phillip,Females,Medium Harm,415
2017,December,Port Phillip,Males,High Harm,420
2017,December,Port Phillip,Males,Low Harm,"2,586"
2017,December,Port Phillip,Males,Medium Harm,608
2017,December,Pyrenees,Females,High Harm,38
2017,December,Pyrenees,Females,Low Harm,43
2017,December,Pyrenees,Females,Medium Harm,30
2017,December,Pyrenees,Males,High Harm,14
2017,December,Pyrenees,Males,Low Harm,97
2017,December,Pyrenees,Males,Medium Harm,28
2017,December,Queenscliffe,Females,High Harm,
2017,December,Queenscliffe,Females,Low Harm,29
2017,December,Queenscliffe,Females,Medium Harm,
2017,December,Queenscliffe,Males,High Harm,
2017,December,Queenscliffe,Males,Low Harm,41
2017,December,Queenscliffe,Males,Medium Harm,
2017,December,South Gippsland,Females,High Harm,59
2017,December,South Gippsland,Females,Low Harm,123
2017,December,South Gippsland,Females,Medium Harm,86
2017,December,South Gippsland,Males,High Harm,44
2017,December,South Gippsland,Males,Low Harm,186
2017,December,South Gippsland,Males,Medium Harm,70
2017,December,Southern Grampians,Females,High Harm,63
2017,December,Southern Grampians,Females,Low Harm,83
2017,December,Southern Grampians,Females,Medium Harm,53
2017,December,Southern Grampians,Males,High Harm,44
2017,December,Southern Grampians,Males,Low Harm,151
2017,December,Southern Grampians,Males,Medium Harm,41
2017,December,Stonnington,Females,High Harm,250
2017,December,Stonnington,Females,Low Harm,"1,478"
2017,December,Stonnington,Females,Medium Harm,297
2017,December,Stonnington,Males,High Harm,316
2017,December,Stonnington,Males,Low Harm,"1,789"
2017,December,Stonnington,Males,Medium Harm,379
2017,December,Strathbogie,Females,High Harm,29
2017,December,Strathbogie,Females,Low Harm,49
2017,December,Strathbogie,Females,Medium Harm,34
2017,December,Strathbogie,Males,High Harm,12
2017,December,Strathbogie,Males,Low Harm,114
2017,December,Strathbogie,Males,Medium Harm,42
2017,December,Surf Coast,Females,High Harm,30
2017,December,Surf Coast,Females,Low Harm,187
2017,December,Surf Coast,Females,Medium Harm,54
2017,December,Surf Coast,Males,High Harm,34
2017,December,Surf Coast,Males,Low Harm,292
2017,December,Surf Coast,Males,Medium Harm,61
2017,December,Swan Hill,Females,High Harm,115
2017,December,Swan Hill,Females,Low Harm,244
2017,December,Swan Hill,Females,Medium Harm,93
2017,December,Swan Hill,Males,High Harm,110
2017,December,Swan Hill,Males,Low Harm,255
2017,December,Swan Hill,Males,Medium Harm,104
2017,December,Towong,Females,High Harm,14
2017,December,Towong,Females,Low Harm,16
2017,December,Towong,Females,Medium Harm,13
2017,December,Towong,Males,High Harm,11
2017,December,Towong,Males,Low Harm,42
2017,December,Towong,Males,Medium Harm,6
2017,December,Wangaratta,Females,High Harm,85
2017,December,Wangaratta,Females,Low Harm,197
2017,December,Wangaratta,Females,Medium Harm,93
2017,December,Wangaratta,Males,High Harm,108
2017,December,Wangaratta,Males,Low Harm,225
2017,December,Wangaratta,Males,Medium Harm,91
2017,December,Warrnambool,Females,High Harm,157
2017,December,Warrnambool,Females,Low Harm,339
2017,December,Warrnambool,Females,Medium Harm,153
2017,December,Warrnambool,Males,High Harm,135
2017,December,Warrnambool,Males,Low Harm,341
2017,December,Warrnambool,Males,Medium Harm,102
2017,December,Wellington,Females,High Harm,164
2017,December,Wellington,Females,Low Harm,385
2017,December,Wellington,Females,Medium Harm,193
2017,December,Wellington,Males,High Harm,159
2017,December,Wellington,Males,Low Harm,541
2017,December,Wellington,Males,Medium Harm,182
2017,December,West Wimmera,Females,High Harm,10
2017,December,West Wimmera,Females,Low Harm,5
2017,December,West Wimmera,Females,Medium Harm,4
2017,December,West Wimmera,Males,High Harm,7
2017,December,West Wimmera,Males,Low Harm,30
2017,December,West Wimmera,Males,Medium Harm,11
2017,December,Whitehorse,Females,High Harm,226
2017,December,Whitehorse,Females,Low Harm,"1,210"
2017,December,Whitehorse,Females,Medium Harm,391
2017,December,Whitehorse,Males,High Harm,261
2017,December,Whitehorse,Males,Low Harm,"1,694"
2017,December,Whitehorse,Males,Medium Harm,415
2017,December,Whittlesea,Females,High Harm,496
2017,December,Whittlesea,Females,Low Harm,"1,731"
2017,December,Whittlesea,Females,Medium Harm,878
2017,December,Whittlesea,Males,High Harm,393
2017,December,Whittlesea,Males,Low Harm,"2,395"
2017,December,Whittlesea,Males,Medium Harm,827
2017,December,Wodonga,Females,High Harm,169
2017,December,Wodonga,Females,Low Harm,325
2017,December,Wodonga,Females,Medium Harm,180
2017,December,Wodonga,Males,High Harm,104
2017,December,Wodonga,Males,Low Harm,343
2017,December,Wodonga,Males,Medium Harm,139
2017,December,Wyndham,Females,High Harm,517
2017,December,Wyndham,Females,Low Harm,"1,558"
2017,December,Wyndham,Females,Medium Harm,785
2017,December,Wyndham,Males,High Harm,446
2017,December,Wyndham,Males,Low Harm,"2,244"
2017,December,Wyndham,Males,Medium Harm,669
2017,December,Yarra,Females,High Harm,341
2017,December,Yarra,Females,Low Harm,"1,949"
2017,December,Yarra,Females,Medium Harm,375
2017,December,Yarra,Males,High Harm,549
2017,December,Yarra,Males,Low Harm,"2,515"
2017,December,Yarra,Males,Medium Harm,591
2017,December,Yarra Ranges,Females,High Harm,298
2017,December,Yarra Ranges,Females,Low Harm,692
2017,December,Yarra Ranges,Females,Medium Harm,388
2017,December,Yarra Ranges,Males,High Harm,260
2017,December,Yarra Ranges,Males,Low Harm,"1,013"
2017,December,Yarra Ranges,Males,Medium Harm,352
2017,December,Yarriambiack,Females,High Harm,24
2017,December,Yarriambiack,Females,Low Harm,56
2017,December,Yarriambiack,Females,Medium Harm,37
2017,December,Yarriambiack,Males,High Harm,31
2017,December,Yarriambiack,Males,Low Harm,69
2017,December,Yarriambiack,Males,Medium Harm,21
2016,December,Alpine,Females,High Harm,17
2016,December,Alpine,Females,Low Harm,22
2016,December,Alpine,Females,Medium Harm,26
2016,December,Alpine,Males,High Harm,15
2016,December,Alpine,Males,Low Harm,42
2016,December,Alpine,Males,Medium Harm,12
2016,December,Ararat,Females,High Harm,57
2016,December,Ararat,Females,Low Harm,85
2016,December,Ararat,Females,Medium Harm,53
2016,December,Ararat,Males,High Harm,57
2016,December,Ararat,Males,Low Harm,128
2016,December,Ararat,Males,Medium Harm,39
2016,December,Ballarat,Females,High Harm,489
2016,December,Ballarat,Females,Low Harm,"1,658"
2016,December,Ballarat,Females,Medium Harm,603
2016,December,Ballarat,Males,High Harm,435
2016,December,Ballarat,Males,Low Harm,"1,984"
2016,December,Ballarat,Males,Medium Harm,579
2016,December,Banyule,Females,High Harm,281
2016,December,Banyule,Females,Low Harm,"1,352"
2016,December,Banyule,Females,Medium Harm,385
2016,December,Banyule,Males,High Harm,253
2016,December,Banyule,Males,Low Harm,"1,927"
2016,December,Banyule,Males,Medium Harm,453
2016,December,Bass Coast,Females,High Harm,90
2016,December,Bass Coast,Females,Low Harm,347
2016,December,Bass Coast,Females,Medium Harm,168
2016,December,Bass Coast,Males,High Harm,109
2016,December,Bass Coast,Males,Low Harm,447
2016,December,Bass Coast,Males,Medium Harm,104
2016,December,Baw Baw,Females,High Harm,156
2016,December,Baw Baw,Females,Low Harm,345
2016,December,Baw Baw,Females,Medium Harm,212
2016,December,Baw Baw,Males,High Harm,121
2016,December,Baw Baw,Males,Low Harm,443
2016,December,Baw Baw,Males,Medium Harm,168
2016,December,Bayside,Females,High Harm,157
2016,December,Bayside,Females,Low Harm,924
2016,December,Bayside,Females,Medium Harm,194
2016,December,Bayside,Males,High Harm,144
2016,December,Bayside,Males,Low Harm,"1,273"
2016,December,Bayside,Males,Medium Harm,194
2016,December,Benalla,Females,High Harm,72
2016,December,Benalla,Females,Low Harm,134
2016,December,Benalla,Females,Medium Harm,89
2016,December,Benalla,Males,High Harm,53
2016,December,Benalla,Males,Low Harm,164
2016,December,Benalla,Males,Medium Harm,68
2016,December,Boroondara,Females,High Harm,173
2016,December,Boroondara,Females,Low Harm,"1,680"
2016,December,Boroondara,Females,Medium Harm,300
2016,December,Boroondara,Males,High Harm,175
2016,December,Boroondara,Males,Low Harm,"2,232"
2016,December,Boroondara,Males,Medium Harm,372
2016,December,Brimbank,Females,High Harm,582
2016,December,Brimbank,Females,Low Harm,"2,509"
2016,December,Brimbank,Females,Medium Harm,860
2016,December,Brimbank,Males,High Harm,625
2016,December,Brimbank,Males,Low Harm,"3,484"
2016,December,Brimbank,Males,Medium Harm,969
2016,December,Buloke,Females,High Harm,13
2016,December,Buloke,Females,Low Harm,16
2016,December,Buloke,Females,Medium Harm,6
2016,December,Buloke,Males,High Harm,13
2016,December,Buloke,Males,Low Harm,43
2016,December,Buloke,Males,Medium Harm,8
2016,December,Campaspe,Females,High Harm,164
2016,December,Campaspe,Females,Low Harm,323
2016,December,Campaspe,Females,Medium Harm,159
2016,December,Campaspe,Males,High Harm,127
2016,December,Campaspe,Males,Low Harm,493
2016,December,Campaspe,Males,Medium Harm,125
2016,December,Cardinia,Females,High Harm,249
2016,December,Cardinia,Females,Low Harm,822
2016,December,Cardinia,Females,Medium Harm,458
2016,December,Cardinia,Males,High Harm,189
2016,December,Cardinia,Males,Low Harm,"1,051"
2016,December,Cardinia,Males,Medium Harm,367
2016,December,Casey,Females,High Harm,835
2016,December,Casey,Females,Low Harm,"2,635"
2016,December,Casey,Females,Medium Harm,"1,523"
2016,December,Casey,Males,High Harm,732
2016,December,Casey,Males,Low Harm,"3,819"
2016,December,Casey,Males,Medium Harm,"1,564"
2016,December,Central Goldfields,Females,High Harm,80
2016,December,Central Goldfields,Females,Low Harm,84
2016,December,Central Goldfields,Females,Medium Harm,72
2016,December,Central Goldfields,Males,High Harm,40
2016,December,Central Goldfields,Males,Low Harm,174
2016,December,Central Goldfields,Males,Medium Harm,59
2016,December,Colac-Otway,Females,High Harm,82
2016,December,Colac-Otway,Females,Low Harm,197
2016,December,Colac-Otway,Females,Medium Harm,67
2016,December,Colac-Otway,Males,High Harm,84
2016,December,Colac-Otway,Males,Low Harm,297
2016,December,Colac-Otway,Males,Medium Harm,81
2016,December,Corangamite,Females,High Harm,45
2016,December,Corangamite,Females,Low Harm,102
2016,December,Corangamite,Females,Medium Harm,40
2016,December,Corangamite,Males,High Harm,29
2016,December,Corangamite,Males,Low Harm,124
2016,December,Corangamite,Males,Medium Harm,45
2016,December,Darebin,Females,High Harm,408
2016,December,Darebin,Females,Low Harm,"2,457"
2016,December,Darebin,Females,Medium Harm,633
2016,December,Darebin,Males,High Harm,400
2016,December,Darebin,Males,Low Harm,"3,321"
2016,December,Darebin,Males,Medium Harm,871
2016,December,East Gippsland,Females,High Harm,188
2016,December,East Gippsland,Females,Low Harm,420
2016,December,East Gippsland,Females,Medium Harm,236
2016,December,East Gippsland,Males,High Harm,154
2016,December,East Gippsland,Males,Low Harm,500
2016,December,East Gippsland,Males,Medium Harm,141
2016,December,Frankston,Females,High Harm,517
2016,December,Frankston,Females,Low Harm,"1,662"
2016,December,Frankston,Females,Medium Harm,733
2016,December,Frankston,Males,High Harm,461
2016,December,Frankston,Males,Low Harm,"2,149"
2016,December,Frankston,Males,Medium Harm,727
2016,December,Gannawarra,Females,High Harm,27
2016,December,Gannawarra,Females,Low Harm,51
2016,December,Gannawarra,Females,Medium Harm,36
2016,December,Gannawarra,Males,High Harm,20
2016,December,Gannawarra,Males,Low Harm,72
2016,December,Gannawarra,Males,Medium Harm,25
2016,December,Glen Eira,Females,High Harm,224
2016,December,Glen Eira,Females,Low Harm,"1,140"
2016,December,Glen Eira,Females,Medium Harm,297
2016,December,Glen Eira,Males,High Harm,242
2016,December,Glen Eira,Males,Low Harm,"1,565"
2016,December,Glen Eira,Males,Medium Harm,385
2016,December,Glenelg,Females,High Harm,76
2016,December,Glenelg,Females,Low Harm,205
2016,December,Glenelg,Females,Medium Harm,80
2016,December,Glenelg,Males,High Harm,52
2016,December,Glenelg,Males,Low Harm,308
2016,December,Glenelg,Males,Medium Harm,63
2016,December,Golden Plains,Females,High Harm,38
2016,December,Golden Plains,Females,Low Harm,77
2016,December,Golden Plains,Females,Medium Harm,35
2016,December,Golden Plains,Males,High Harm,28
2016,December,Golden Plains,Males,Low Harm,179
2016,December,Golden Plains,Males,Medium Harm,58
2016,December,Greater Bendigo,Females,High Harm,357
2016,December,Greater Bendigo,Females,Low Harm,996
2016,December,Greater Bendigo,Females,Medium Harm,452
2016,December,Greater Bendigo,Males,High Harm,250
2016,December,Greater Bendigo,Males,Low Harm,"1,374"
2016,December,Greater Bendigo,Males,Medium Harm,391
2016,December,Greater Dandenong,Females,High Harm,550
