Year,Year ending,Local Government Area,Sex,Harm Caused Flag,Victim Reports
2021,December,Glenelg,Males,High Harm,64
2021,December,Glenelg,Males,Low Harm,199
2021,December,Glenelg,Males,Medium Harm,81
2021,December,Golden Plains,Females,High Harm,21
2021,December,Golden Plains,Females,Low Harm,62
2021,December,Golden Plains,Females,Medium Harm,27
2021,December,Golden Plains,Males,High Harm,13
2021,December,Golden Plains,Males,Low Harm,144
2021,December,Golden Plains,Males,Medium Harm,29
2021,December,Greater Bendigo,Females,High Harm,493
2021,December,Greater Bendigo,Females,Low Harm,"1,054"
2021,December,Greater Bendigo,Females,Medium Harm,549
2021,December,Greater Bendigo,Males,High Harm,292
2021,December,Greater Bendigo,Males,Low Harm,"1,238"
2021,December,Greater Bendigo,Males,Medium Harm,417
2021,December,Greater Dandenong,Females,High Harm,438
2021,December,Greater Dandenong,Females,Low Harm,"1,442"
2021,December,Greater Dandenong,Females,Medium Harm,841
2021,December,Greater Dandenong,Males,High Harm,519
2021,December,Greater Dandenong,Males,Low Harm,"2,344"
2021,December,Greater Dandenong,Males,Medium Harm,828
2021,December,Greater Geelong,Females,High Harm,799
2021,December,Greater Geelong,Females,Low Harm,"2,151"
2021,December,Greater Geelong,Females,Medium Harm,"1,055"
2021,December,Greater Geelong,Males,High Harm,677
2021,December,Greater Geelong,Males,Low Harm,"2,662"
2021,December,Greater Geelong,Males,Medium Harm,855
2021,December,Greater Shepparton,Females,High Harm,462
2021,December,Greater Shepparton,Females,Low Harm,744
2021,December,Greater Shepparton,Females,Medium Harm,271
2021,December,Greater Shepparton,Males,High Harm,215
2021,December,Greater Shepparton,Males,Low Harm,926
2021,December,Greater Shepparton,Males,Medium Harm,312
2021,December,Hepburn,Females,High Harm,24
2021,December,Hepburn,Females,Low Harm,61
2021,December,Hepburn,Females,Medium Harm,38
2021,December,Hepburn,Males,High Harm,16
2021,December,Hepburn,Males,Low Harm,92
2021,December,Hepburn,Males,Medium Harm,34
2021,December,Hindmarsh,Females,High Harm,26
2021,December,Hindmarsh,Females,Low Harm,50
2021,December,Hindmarsh,Females,Medium Harm,15
2021,December,Hindmarsh,Males,High Harm,12
2021,December,Hindmarsh,Males,Low Harm,71
2021,December,Hindmarsh,Males,Medium Harm,20
2021,December,Hobsons Bay,Females,High Harm,186
2021,December,Hobsons Bay,Females,Low Harm,685
2021,December,Hobsons Bay,Females,Medium Harm,280
2021,December,Hobsons Bay,Males,High Harm,166
2021,December,Hobsons Bay,Males,Low Harm,"1,005"
2021,December,Hobsons Bay,Males,Medium Harm,271
2021,December,Horsham,Females,High Harm,99
2021,December,Horsham,Females,Low Harm,182
2021,December,Horsham,Females,Medium Harm,127
2021,December,Horsham,Males,High Harm,71
2021,December,Horsham,Males,Low Harm,179
2021,December,Horsham,Males,Medium Harm,101
2021,December,Hume,Females,High Harm,624
2021,December,Hume,Females,Low Harm,"1,623"
2021,December,Hume,Females,Medium Harm,"1,079"
2021,December,Hume,Males,High Harm,554
2021,December,Hume,Males,Low Harm,"2,374"
2021,December,Hume,Males,Medium Harm,"1,000"
2021,December,Indigo,Females,High Harm,37
2021,December,Indigo,Females,Low Harm,57
2021,December,Indigo,Females,Medium Harm,36
2021,December,Indigo,Males,High Harm,25
2021,December,Indigo,Males,Low Harm,108
2021,December,Indigo,Males,Medium Harm,30
2021,December,Kingston,Females,High Harm,318
2021,December,Kingston,Females,Low Harm,967
2021,December,Kingston,Females,Medium Harm,467
2021,December,Kingston,Males,High Harm,254
2021,December,Kingston,Males,Low Harm,"1,523"
2021,December,Kingston,Males,Medium Harm,431
2021,December,Knox,Females,High Harm,283
2021,December,Knox,Females,Low Harm,919
2021,December,Knox,Females,Medium Harm,460
2021,December,Knox,Males,High Harm,267
2021,December,Knox,Males,Low Harm,"1,269"
2021,December,Knox,Males,Medium Harm,411
2021,December,Latrobe,Females,High Harm,556
2021,December,Latrobe,Females,Low Harm,923
2021,December,Latrobe,Females,Medium Harm,624
2021,December,Latrobe,Males,High Harm,386
2021,December,Latrobe,Males,Low Harm,948
2021,December,Latrobe,Males,Medium Harm,433
2021,December,Loddon,Females,High Harm,25
2021,December,Loddon,Females,Low Harm,41
2021,December,Loddon,Females,Medium Harm,28
2021,December,Loddon,Males,High Harm,12
2021,December,Loddon,Males,Low Harm,76
2021,December,Loddon,Males,Medium Harm,21
2021,December,Macedon Ranges,Females,High Harm,74
2021,December,Macedon Ranges,Females,Low Harm,165
2021,December,Macedon Ranges,Females,Medium Harm,100
2021,December,Macedon Ranges,Males,High Harm,46
2021,December,Macedon Ranges,Males,Low Harm,208
2021,December,Macedon Ranges,Males,Medium Harm,92
2021,December,Manningham,Females,High Harm,135
2021,December,Manningham,Females,Low Harm,492
2021,December,Manningham,Females,Medium Harm,224
2021,December,Manningham,Males,High Harm,121
2021,December,Manningham,Males,Low Harm,663
2021,December,Manningham,Males,Medium Harm,214
2021,December,Mansfield,Females,High Harm,22
2021,December,Mansfield,Females,Low Harm,31
2021,December,Mansfield,Females,Medium Harm,20
2021,December,Mansfield,Males,High Harm,15
2021,December,Mansfield,Males,Low Harm,43
2021,December,Mansfield,Males,Medium Harm,15
2021,December,Maribyrnong,Females,High Harm,278
2021,December,Maribyrnong,Females,Low Harm,"1,272"
2021,December,Maribyrnong,Females,Medium Harm,299
2021,December,Maribyrnong,Males,High Harm,302
2021,December,Maribyrnong,Males,Low Harm,"1,932"
2021,December,Maribyrnong,Males,Medium Harm,460
2021,December,Maroondah,Females,High Harm,266
2021,December,Maroondah,Females,Low Harm,671
2021,December,Maroondah,Females,Medium Harm,375
2021,December,Maroondah,Males,High Harm,223
2021,December,Maroondah,Males,Low Harm,880
2021,December,Maroondah,Males,Medium Harm,356
2021,December,Melbourne,Females,High Harm,934
2021,December,Melbourne,Females,Low Harm,"2,779"
2021,December,Melbourne,Females,Medium Harm,984
2021,December,Melbourne,Males,High Harm,"1,149"
2021,December,Melbourne,Males,Low Harm,"4,351"
2021,December,Melbourne,Males,Medium Harm,"1,509"
2021,December,Melton,Females,High Harm,454
2021,December,Melton,Females,Low Harm,"1,183"
2021,December,Melton,Females,Medium Harm,784
2021,December,Melton,Males,High Harm,446
2021,December,Melton,Males,Low Harm,"1,565"
2021,December,Melton,Males,Medium Harm,586
2021,December,Merri-bek,Females,High Harm,431
2021,December,Merri-bek,Females,Low Harm,"1,742"
2021,December,Merri-bek,Females,Medium Harm,550
2021,December,Merri-bek,Males,High Harm,308
2021,December,Merri-bek,Males,Low Harm,"2,427"
2021,December,Merri-bek,Males,Medium Harm,679
2021,December,Mildura,Females,High Harm,237
2021,December,Mildura,Females,Low Harm,630
2021,December,Mildura,Females,Medium Harm,414
2021,December,Mildura,Males,High Harm,242
2021,December,Mildura,Males,Low Harm,782
2021,December,Mildura,Males,Medium Harm,354
2021,December,Mitchell,Females,High Harm,177
2021,December,Mitchell,Females,Low Harm,246
2021,December,Mitchell,Females,Medium Harm,262
2021,December,Mitchell,Males,High Harm,96
2021,December,Mitchell,Males,Low Harm,317
2021,December,Mitchell,Males,Medium Harm,183
2021,December,Moira,Females,High Harm,75
2021,December,Moira,Females,Low Harm,189
2021,December,Moira,Females,Medium Harm,114
2021,December,Moira,Males,High Harm,49
2021,December,Moira,Males,Low Harm,294
2021,December,Moira,Males,Medium Harm,74
2021,December,Monash,Females,High Harm,339
2021,December,Monash,Females,Low Harm,"1,267"
2021,December,Monash,Females,Medium Harm,586
2021,December,Monash,Males,High Harm,253
2021,December,Monash,Males,Low Harm,"2,056"
2021,December,Monash,Males,Medium Harm,580
2021,December,Moonee Valley,Females,High Harm,228
2021,December,Moonee Valley,Females,Low Harm,"1,011"
2021,December,Moonee Valley,Females,Medium Harm,361
2021,December,Moonee Valley,Males,High Harm,201
2021,December,Moonee Valley,Males,Low Harm,"1,491"
2021,December,Moonee Valley,Males,Medium Harm,416
2021,December,Moorabool,Females,High Harm,90
2021,December,Moorabool,Females,Low Harm,188
2021,December,Moorabool,Females,Medium Harm,97
2021,December,Moorabool,Males,High Harm,60
2021,December,Moorabool,Males,Low Harm,300
2021,December,Moorabool,Males,Medium Harm,100
2021,December,Mornington Peninsula,Females,High Harm,378
2021,December,Mornington Peninsula,Females,Low Harm,973
2021,December,Mornington Peninsula,Females,Medium Harm,417
2021,December,Mornington Peninsula,Males,High Harm,277
2021,December,Mornington Peninsula,Males,Low Harm,"1,142"
2021,December,Mornington Peninsula,Males,Medium Harm,355
2021,December,Mount Alexander,Females,High Harm,42
2021,December,Mount Alexander,Females,Low Harm,97
2021,December,Mount Alexander,Females,Medium Harm,44
2021,December,Mount Alexander,Males,High Harm,21
2021,December,Mount Alexander,Males,Low Harm,116
2021,December,Mount Alexander,Males,Medium Harm,40
2021,December,Moyne,Females,High Harm,35
2021,December,Moyne,Females,Low Harm,68
2021,December,Moyne,Females,Medium Harm,48
2021,December,Moyne,Males,High Harm,18
2021,December,Moyne,Males,Low Harm,110
2021,December,Moyne,Males,Medium Harm,36
2021,December,Murrindindi,Females,High Harm,34
2021,December,Murrindindi,Females,Low Harm,61
2021,December,Murrindindi,Females,Medium Harm,79
2021,December,Murrindindi,Males,High Harm,24
2021,December,Murrindindi,Males,Low Harm,90
2021,December,Murrindindi,Males,Medium Harm,46
2021,December,Nillumbik,Females,High Harm,75
2021,December,Nillumbik,Females,Low Harm,190
2021,December,Nillumbik,Females,Medium Harm,105
2021,December,Nillumbik,Males,High Harm,49
2021,December,Nillumbik,Males,Low Harm,302
2021,December,Nillumbik,Males,Medium Harm,77
2021,December,Northern Grampians,Females,High Harm,50
2021,December,Northern Grampians,Females,Low Harm,61
2021,December,Northern Grampians,Females,Medium Harm,81
2021,December,Northern Grampians,Males,High Harm,36
2021,December,Northern Grampians,Males,Low Harm,98
2021,December,Northern Grampians,Males,Medium Harm,51
2021,December,Port Phillip,Females,High Harm,409
2021,December,Port Phillip,Females,Low Harm,"1,649"
2021,December,Port Phillip,Females,Medium Harm,530
2021,December,Port Phillip,Males,High Harm,368
2021,December,Port Phillip,Males,Low Harm,"2,521"
2021,December,Port Phillip,Males,Medium Harm,647
2021,December,Pyrenees,Females,High Harm,22
2021,December,Pyrenees,Females,Low Harm,41
2021,December,Pyrenees,Females,Medium Harm,15
2021,December,Pyrenees,Males,High Harm,11
2021,December,Pyrenees,Males,Low Harm,75
2021,December,Pyrenees,Males,Medium Harm,17
2021,December,Queenscliffe,Females,High Harm,
2021,December,Queenscliffe,Females,Low Harm,15
2021,December,Queenscliffe,Females,Medium Harm,
2021,December,Queenscliffe,Males,High Harm,
2021,December,Queenscliffe,Males,Low Harm,23
2021,December,Queenscliffe,Males,Medium Harm,
2021,December,South Gippsland,Females,High Harm,116
2021,December,South Gippsland,Females,Low Harm,125
2021,December,South Gippsland,Females,Medium Harm,122
2021,December,South Gippsland,Males,High Harm,56
2021,December,South Gippsland,Males,Low Harm,158
2021,December,South Gippsland,Males,Medium Harm,65
2021,December,Southern Grampians,Females,High Harm,47
2021,December,Southern Grampians,Females,Low Harm,85
2021,December,Southern Grampians,Females,Medium Harm,50
2021,December,Southern Grampians,Males,High Harm,45
2021,December,Southern Grampians,Males,Low Harm,107
2021,December,Southern Grampians,Males,Medium Harm,47
2021,December,Stonnington,Females,High Harm,323
2021,December,Stonnington,Females,Low Harm,"1,543"
2021,December,Stonnington,Females,Medium Harm,376
2021,December,Stonnington,Males,High Harm,350
2021,December,Stonnington,Males,Low Harm,"2,001"
2021,December,Stonnington,Males,Medium Harm,500
2021,December,Strathbogie,Females,High Harm,39
2021,December,Strathbogie,Females,Low Harm,59
2021,December,Strathbogie,Females,Medium Harm,38
2021,December,Strathbogie,Males,High Harm,15
2021,December,Strathbogie,Males,Low Harm,71
2021,December,Strathbogie,Males,Medium Harm,32
2021,December,Surf Coast,Females,High Harm,62
2021,December,Surf Coast,Females,Low Harm,153
2021,December,Surf Coast,Females,Medium Harm,74
2021,December,Surf Coast,Males,High Harm,49
2021,December,Surf Coast,Males,Low Harm,230
2021,December,Surf Coast,Males,Medium Harm,66
2021,December,Swan Hill,Females,High Harm,129
2021,December,Swan Hill,Females,Low Harm,150
2021,December,Swan Hill,Females,Medium Harm,130
2021,December,Swan Hill,Males,High Harm,85
2021,December,Swan Hill,Males,Low Harm,215
2021,December,Swan Hill,Males,Medium Harm,87
2021,December,Towong,Females,High Harm,16
2021,December,Towong,Females,Low Harm,20
2021,December,Towong,Females,Medium Harm,14
2021,December,Towong,Males,High Harm,6
2021,December,Towong,Males,Low Harm,27
2021,December,Towong,Males,Medium Harm,7
2021,December,Wangaratta,Females,High Harm,91
2021,December,Wangaratta,Females,Low Harm,189
2021,December,Wangaratta,Females,Medium Harm,122
2021,December,Wangaratta,Males,High Harm,84
2021,December,Wangaratta,Males,Low Harm,226
2021,December,Wangaratta,Males,Medium Harm,98
2021,December,Warrnambool,Females,High Harm,134
2021,December,Warrnambool,Females,Low Harm,318
2021,December,Warrnambool,Females,Medium Harm,216
2021,December,Warrnambool,Males,High Harm,101
2021,December,Warrnambool,Males,Low Harm,308
2021,December,Warrnambool,Males,Medium Harm,128
2021,December,Wellington,Females,High Harm,181
2021,December,Wellington,Females,Low Harm,355
2021,December,Wellington,Females,Medium Harm,265
2021,December,Wellington,Males,High Harm,155
2021,December,Wellington,Males,Low Harm,457
2021,December,Wellington,Males,Medium Harm,206
2021,December,West Wimmera,Females,High Harm,
2021,December,West Wimmera,Females,Low Harm,17
2021,December,West Wimmera,Females,Medium Harm,
2021,December,West Wimmera,Males,High Harm,
2021,December,West Wimmera,Males,Low Harm,37
2021,December,West Wimmera,Males,Medium Harm,
2021,December,Whitehorse,Females,High Harm,285
2021,December,Whitehorse,Females,Low Harm,893
2021,December,Whitehorse,Females,Medium Harm,401
2021,December,Whitehorse,Males,High Harm,212
2021,December,Whitehorse,Males,Low Harm,"1,333"
2021,December,Whitehorse,Males,Medium Harm,376
2021,December,Whittlesea,Females,High Harm,406
2021,December,Whittlesea,Females,Low Harm,"1,206"
2021,December,Whittlesea,Females,Medium Harm,883
2021,December,Whittlesea,Males,High Harm,322
2021,December,Whittlesea,Males,Low Harm,"1,683"
2021,December,Whittlesea,Males,Medium Harm,688
2021,December,Wodonga,Females,High Harm,171
2021,December,Wodonga,Females,Low Harm,337
2021,December,Wodonga,Females,Medium Harm,160
2021,December,Wodonga,Males,High Harm,100
2021,December,Wodonga,Males,Low Harm,407
2021,December,Wodonga,Males,Medium Harm,105
2021,December,Wyndham,Females,High Harm,744
2021,December,Wyndham,Females,Low Harm,"1,677"
2021,December,Wyndham,Females,Medium Harm,"1,040"
2021,December,Wyndham,Males,High Harm,593
2021,December,Wyndham,Males,Low Harm,"2,490"
2021,December,Wyndham,Males,Medium Harm,786
2021,December,Yarra,Females,High Harm,340
2021,December,Yarra,Females,Low Harm,"1,619"
2021,December,Yarra,Females,Medium Harm,425
2021,December,Yarra,Males,High Harm,431
2021,December,Yarra,Males,Low Harm,"2,147"
2021,December,Yarra,Males,Medium Harm,614
2021,December,Yarra Ranges,Females,High Harm,328
2021,December,Yarra Ranges,Females,Low Harm,680
2021,December,Yarra Ranges,Females,Medium Harm,403
2021,December,Yarra Ranges,Males,High Harm,207
2021,December,Yarra Ranges,Males,Low Harm,784
2021,December,Yarra Ranges,Males,Medium Harm,368
2021,December,Yarriambiack,Females,High Harm,18
2021,December,Yarriambiack,Females,Low Harm,32
2021,December,Yarriambiack,Females,Medium Harm,26
2021,December,Yarriambiack,Males,High Harm,6
2021,December,Yarriambiack,Males,Low Harm,40
2021,December,Yarriambiack,Males,Medium Harm,30
2020,December,Alpine,Females,High Harm,25
2020,December,Alpine,Females,Low Harm,39
2020,December,Alpine,Females,Medium Harm,24
2020,December,Alpine,Males,High Harm,16
2020,December,Alpine,Males,Low Harm,57
2020,December,Alpine,Males,Medium Harm,19
2020,December,Ararat,Females,High Harm,65
