Year,Year ending,Local Government Area,Age Group,Alleged Offender Incidents
2014,December,Pyrenees,10 - 17 years,6
2014,December,Pyrenees,18 - 24 years,24
2014,December,Pyrenees,25 - 29 years,15
2014,December,Pyrenees,30 - 34 years,16
2014,December,Pyrenees,35 - 39 years,15
2014,December,Pyrenees,40 - 44 years,14
2014,December,Pyrenees,45+ years,34
2014,December,Queenscliffe,10 - 17 years,4
2014,December,Queenscliffe,18 - 24 years,15
2014,December,Queenscliffe,25 - 29 years,4
2014,December,Queenscliffe,30 - 34 years,6
2014,December,Queenscliffe,35 - 39 years,6
2014,December,Queenscliffe,40 - 44 years,7
2014,December,Queenscliffe,45+ years,4
2014,December,South Gippsland,10 - 17 years,42
2014,December,South Gippsland,18 - 24 years,107
2014,December,South Gippsland,25 - 29 years,69
2014,December,South Gippsland,30 - 34 years,51
2014,December,South Gippsland,35 - 39 years,56
2014,December,South Gippsland,40 - 44 years,41
2014,December,South Gippsland,45+ years,75
2014,December,Southern Grampians,10 - 17 years,52
2014,December,Southern Grampians,18 - 24 years,129
2014,December,Southern Grampians,25 - 29 years,49
2014,December,Southern Grampians,30 - 34 years,54
2014,December,Southern Grampians,35 - 39 years,26
2014,December,Southern Grampians,40 - 44 years,57
2014,December,Southern Grampians,45+ years,65
2014,December,Stonnington,10 - 17 years,227
2014,December,Stonnington,18 - 24 years,687
2014,December,Stonnington,25 - 29 years,426
2014,December,Stonnington,30 - 34 years,417
2014,December,Stonnington,35 - 39 years,290
2014,December,Stonnington,40 - 44 years,180
2014,December,Stonnington,45+ years,355
2014,December,Strathbogie,10 - 17 years,12
2014,December,Strathbogie,18 - 24 years,47
2014,December,Strathbogie,25 - 29 years,13
2014,December,Strathbogie,30 - 34 years,22
2014,December,Strathbogie,35 - 39 years,15
2014,December,Strathbogie,40 - 44 years,15
2014,December,Strathbogie,45+ years,33
2014,December,Surf Coast,10 - 17 years,89
2014,December,Surf Coast,18 - 24 years,97
2014,December,Surf Coast,25 - 29 years,54
2014,December,Surf Coast,30 - 34 years,49
2014,December,Surf Coast,35 - 39 years,53
2014,December,Surf Coast,40 - 44 years,32
2014,December,Surf Coast,45+ years,48
2014,December,Swan Hill,10 - 17 years,114
2014,December,Swan Hill,18 - 24 years,285
2014,December,Swan Hill,25 - 29 years,161
2014,December,Swan Hill,30 - 34 years,145
2014,December,Swan Hill,35 - 39 years,101
2014,December,Swan Hill,40 - 44 years,100
2014,December,Swan Hill,45+ years,133
2014,December,Towong,10 - 17 years,10
2014,December,Towong,18 - 24 years,35
2014,December,Towong,25 - 29 years,6
2014,December,Towong,30 - 34 years,5
2014,December,Towong,35 - 39 years,14
2014,December,Towong,40 - 44 years,16
2014,December,Towong,45+ years,16
2014,December,Wangaratta,10 - 17 years,161
2014,December,Wangaratta,18 - 24 years,330
2014,December,Wangaratta,25 - 29 years,171
2014,December,Wangaratta,30 - 34 years,133
2014,December,Wangaratta,35 - 39 years,111
2014,December,Wangaratta,40 - 44 years,95
2014,December,Wangaratta,45+ years,99
2014,December,Warrnambool,10 - 17 years,100
2014,December,Warrnambool,18 - 24 years,311
2014,December,Warrnambool,25 - 29 years,138
2014,December,Warrnambool,30 - 34 years,105
2014,December,Warrnambool,35 - 39 years,97
2014,December,Warrnambool,40 - 44 years,95
2014,December,Warrnambool,45+ years,107
2014,December,Wellington,10 - 17 years,198
2014,December,Wellington,18 - 24 years,336
2014,December,Wellington,25 - 29 years,187
2014,December,Wellington,30 - 34 years,181
2014,December,Wellington,35 - 39 years,137
2014,December,Wellington,40 - 44 years,113
2014,December,Wellington,45+ years,184
2014,December,West Wimmera,10 - 17 years,7
2014,December,West Wimmera,18 - 24 years,11
2014,December,West Wimmera,25 - 29 years,4
2014,December,West Wimmera,30 - 34 years,2
2014,December,West Wimmera,35 - 39 years,5
2014,December,West Wimmera,40 - 44 years,2
2014,December,West Wimmera,45+ years,10
2014,December,Whitehorse,10 - 17 years,293
2014,December,Whitehorse,18 - 24 years,390
2014,December,Whitehorse,25 - 29 years,189
2014,December,Whitehorse,30 - 34 years,228
2014,December,Whitehorse,35 - 39 years,217
2014,December,Whitehorse,40 - 44 years,154
2014,December,Whitehorse,45+ years,267
2014,December,Whittlesea,10 - 17 years,397
2014,December,Whittlesea,18 - 24 years,933
2014,December,Whittlesea,25 - 29 years,568
2014,December,Whittlesea,30 - 34 years,466
2014,December,Whittlesea,35 - 39 years,368
2014,December,Whittlesea,40 - 44 years,371
2014,December,Whittlesea,45+ years,458
2014,December,Wodonga,10 - 17 years,396
2014,December,Wodonga,18 - 24 years,279
2014,December,Wodonga,25 - 29 years,116
2014,December,Wodonga,30 - 34 years,117
2014,December,Wodonga,35 - 39 years,121
2014,December,Wodonga,40 - 44 years,99
2014,December,Wodonga,45+ years,99
2014,December,Wyndham,10 - 17 years,406
2014,December,Wyndham,18 - 24 years,787
2014,December,Wyndham,25 - 29 years,788
2014,December,Wyndham,30 - 34 years,495
2014,December,Wyndham,35 - 39 years,436
2014,December,Wyndham,40 - 44 years,257
2014,December,Wyndham,45+ years,389
2014,December,Yarra,10 - 17 years,121
2014,December,Yarra,18 - 24 years,708
2014,December,Yarra,25 - 29 years,631
2014,December,Yarra,30 - 34 years,716
2014,December,Yarra,35 - 39 years,517
2014,December,Yarra,40 - 44 years,443
2014,December,Yarra,45+ years,491
2014,December,Yarra Ranges,10 - 17 years,363
2014,December,Yarra Ranges,18 - 24 years,607
2014,December,Yarra Ranges,25 - 29 years,266
2014,December,Yarra Ranges,30 - 34 years,243
2014,December,Yarra Ranges,35 - 39 years,275
2014,December,Yarra Ranges,40 - 44 years,209
2014,December,Yarra Ranges,45+ years,382
2014,December,Yarriambiack,10 - 17 years,15
2014,December,Yarriambiack,18 - 24 years,20
2014,December,Yarriambiack,25 - 29 years,4
2014,December,Yarriambiack,30 - 34 years,8
2014,December,Yarriambiack,35 - 39 years,10
2014,December,Yarriambiack,40 - 44 years,12
2014,December,Yarriambiack,45+ years,28
2013,December,Alpine,10 - 17 years,14
2013,December,Alpine,18 - 24 years,63
2013,December,Alpine,25 - 29 years,30
2013,December,Alpine,30 - 34 years,13
2013,December,Alpine,35 - 39 years,21
2013,December,Alpine,40 - 44 years,25
2013,December,Alpine,45+ years,39
2013,December,Ararat,10 - 17 years,78
2013,December,Ararat,18 - 24 years,118
2013,December,Ararat,25 - 29 years,59
2013,December,Ararat,30 - 34 years,48
2013,December,Ararat,35 - 39 years,58
2013,December,Ararat,40 - 44 years,41
2013,December,Ararat,45+ years,94
2013,December,Ballarat,10 - 17 years,555
2013,December,Ballarat,18 - 24 years,804
2013,December,Ballarat,25 - 29 years,426
2013,December,Ballarat,30 - 34 years,297
2013,December,Ballarat,35 - 39 years,319
2013,December,Ballarat,40 - 44 years,222
2013,December,Ballarat,45+ years,296
2013,December,Banyule,10 - 17 years,320
2013,December,Banyule,18 - 24 years,554
2013,December,Banyule,25 - 29 years,343
2013,December,Banyule,30 - 34 years,305
2013,December,Banyule,35 - 39 years,248
2013,December,Banyule,40 - 44 years,233
2013,December,Banyule,45+ years,298
2013,December,Bass Coast,10 - 17 years,148
2013,December,Bass Coast,18 - 24 years,272
2013,December,Bass Coast,25 - 29 years,153
2013,December,Bass Coast,30 - 34 years,83
2013,December,Bass Coast,35 - 39 years,134
2013,December,Bass Coast,40 - 44 years,122
2013,December,Bass Coast,45+ years,155
2013,December,Baw Baw,10 - 17 years,248
2013,December,Baw Baw,18 - 24 years,291
2013,December,Baw Baw,25 - 29 years,152
2013,December,Baw Baw,30 - 34 years,128
2013,December,Baw Baw,35 - 39 years,119
2013,December,Baw Baw,40 - 44 years,82
2013,December,Baw Baw,45+ years,164
2013,December,Bayside,10 - 17 years,184
2013,December,Bayside,18 - 24 years,214
2013,December,Bayside,25 - 29 years,140
2013,December,Bayside,30 - 34 years,131
2013,December,Bayside,35 - 39 years,127
2013,December,Bayside,40 - 44 years,101
2013,December,Bayside,45+ years,184
2013,December,Benalla,10 - 17 years,98
2013,December,Benalla,18 - 24 years,103
2013,December,Benalla,25 - 29 years,48
2013,December,Benalla,30 - 34 years,47
2013,December,Benalla,35 - 39 years,32
2013,December,Benalla,40 - 44 years,36
2013,December,Benalla,45+ years,63
2013,December,Boroondara,10 - 17 years,182
2013,December,Boroondara,18 - 24 years,383
2013,December,Boroondara,25 - 29 years,221
2013,December,Boroondara,30 - 34 years,237
2013,December,Boroondara,35 - 39 years,201
2013,December,Boroondara,40 - 44 years,154
2013,December,Boroondara,45+ years,248
2013,December,Brimbank,10 - 17 years,575
2013,December,Brimbank,18 - 24 years,"1,188"
2013,December,Brimbank,25 - 29 years,929
2013,December,Brimbank,30 - 34 years,899
2013,December,Brimbank,35 - 39 years,658
2013,December,Brimbank,40 - 44 years,485
2013,December,Brimbank,45+ years,612
2013,December,Buloke,10 - 17 years,16
2013,December,Buloke,18 - 24 years,29
2013,December,Buloke,25 - 29 years,13
2013,December,Buloke,30 - 34 years,5
2013,December,Buloke,35 - 39 years,6
2013,December,Buloke,40 - 44 years,5
2013,December,Buloke,45+ years,17
2013,December,Campaspe,10 - 17 years,105
2013,December,Campaspe,18 - 24 years,252
2013,December,Campaspe,25 - 29 years,104
2013,December,Campaspe,30 - 34 years,91
2013,December,Campaspe,35 - 39 years,99
2013,December,Campaspe,40 - 44 years,96
2013,December,Campaspe,45+ years,99
2013,December,Cardinia,10 - 17 years,279
2013,December,Cardinia,18 - 24 years,507
2013,December,Cardinia,25 - 29 years,224
2013,December,Cardinia,30 - 34 years,215
2013,December,Cardinia,35 - 39 years,183
2013,December,Cardinia,40 - 44 years,194
2013,December,Cardinia,45+ years,208
2013,December,Casey,10 - 17 years,960
2013,December,Casey,18 - 24 years,"1,472"
2013,December,Casey,25 - 29 years,782
2013,December,Casey,30 - 34 years,589
2013,December,Casey,35 - 39 years,523
2013,December,Casey,40 - 44 years,461
2013,December,Casey,45+ years,611
2013,December,Central Goldfields,10 - 17 years,110
2013,December,Central Goldfields,18 - 24 years,116
2013,December,Central Goldfields,25 - 29 years,38
2013,December,Central Goldfields,30 - 34 years,41
2013,December,Central Goldfields,35 - 39 years,47
2013,December,Central Goldfields,40 - 44 years,39
2013,December,Central Goldfields,45+ years,91
2013,December,Colac-Otway,10 - 17 years,91
2013,December,Colac-Otway,18 - 24 years,163
2013,December,Colac-Otway,25 - 29 years,85
2013,December,Colac-Otway,30 - 34 years,51
2013,December,Colac-Otway,35 - 39 years,50
2013,December,Colac-Otway,40 - 44 years,53
2013,December,Colac-Otway,45+ years,59
2013,December,Corangamite,10 - 17 years,21
2013,December,Corangamite,18 - 24 years,51
2013,December,Corangamite,25 - 29 years,30
2013,December,Corangamite,30 - 34 years,34
2013,December,Corangamite,35 - 39 years,27
2013,December,Corangamite,40 - 44 years,31
2013,December,Corangamite,45+ years,25
2013,December,Darebin,10 - 17 years,363
2013,December,Darebin,18 - 24 years,703
2013,December,Darebin,25 - 29 years,462
2013,December,Darebin,30 - 34 years,474
2013,December,Darebin,35 - 39 years,401
2013,December,Darebin,40 - 44 years,318
2013,December,Darebin,45+ years,434
2013,December,East Gippsland,10 - 17 years,511
2013,December,East Gippsland,18 - 24 years,410
2013,December,East Gippsland,25 - 29 years,160
2013,December,East Gippsland,30 - 34 years,191
2013,December,East Gippsland,35 - 39 years,151
2013,December,East Gippsland,40 - 44 years,125
2013,December,East Gippsland,45+ years,260
2013,December,Frankston,10 - 17 years,743
2013,December,Frankston,18 - 24 years,"1,323"
2013,December,Frankston,25 - 29 years,781
2013,December,Frankston,30 - 34 years,818
2013,December,Frankston,35 - 39 years,648
2013,December,Frankston,40 - 44 years,529
2013,December,Frankston,45+ years,716
2013,December,Gannawarra,10 - 17 years,10
2013,December,Gannawarra,18 - 24 years,66
2013,December,Gannawarra,25 - 29 years,29
2013,December,Gannawarra,30 - 34 years,27
2013,December,Gannawarra,35 - 39 years,20
2013,December,Gannawarra,40 - 44 years,30
2013,December,Gannawarra,45+ years,42
2013,December,Glen Eira,10 - 17 years,121
2013,December,Glen Eira,18 - 24 years,346
2013,December,Glen Eira,25 - 29 years,192
2013,December,Glen Eira,30 - 34 years,207
2013,December,Glen Eira,35 - 39 years,188
2013,December,Glen Eira,40 - 44 years,143
2013,December,Glen Eira,45+ years,253
2013,December,Glenelg,10 - 17 years,114
2013,December,Glenelg,18 - 24 years,172
2013,December,Glenelg,25 - 29 years,71
2013,December,Glenelg,30 - 34 years,65
2013,December,Glenelg,35 - 39 years,45
2013,December,Glenelg,40 - 44 years,52
2013,December,Glenelg,45+ years,89
2013,December,Golden Plains,10 - 17 years,5
2013,December,Golden Plains,18 - 24 years,20
2013,December,Golden Plains,25 - 29 years,13
2013,December,Golden Plains,30 - 34 years,16
2013,December,Golden Plains,35 - 39 years,11
2013,December,Golden Plains,40 - 44 years,25
2013,December,Golden Plains,45+ years,23
2013,December,Greater Bendigo,10 - 17 years,469
2013,December,Greater Bendigo,18 - 24 years,816
2013,December,Greater Bendigo,25 - 29 years,405
2013,December,Greater Bendigo,30 - 34 years,339
2013,December,Greater Bendigo,35 - 39 years,295
2013,December,Greater Bendigo,40 - 44 years,196
2013,December,Greater Bendigo,45+ years,374
2013,December,Greater Dandenong,10 - 17 years,598
2013,December,Greater Dandenong,18 - 24 years,"1,420"
2013,December,Greater Dandenong,25 - 29 years,889
2013,December,Greater Dandenong,30 - 34 years,845
2013,December,Greater Dandenong,35 - 39 years,710
2013,December,Greater Dandenong,40 - 44 years,579
2013,December,Greater Dandenong,45+ years,869
2013,December,Greater Geelong,10 - 17 years,758
2013,December,Greater Geelong,18 - 24 years,"1,378"
2013,December,Greater Geelong,25 - 29 years,722
2013,December,Greater Geelong,30 - 34 years,603
2013,December,Greater Geelong,35 - 39 years,492
2013,December,Greater Geelong,40 - 44 years,390
2013,December,Greater Geelong,45+ years,543
2013,December,Greater Shepparton,10 - 17 years,393
2013,December,Greater Shepparton,18 - 24 years,625
2013,December,Greater Shepparton,25 - 29 years,365
2013,December,Greater Shepparton,30 - 34 years,277
2013,December,Greater Shepparton,35 - 39 years,236
2013,December,Greater Shepparton,40 - 44 years,227
2013,December,Greater Shepparton,45+ years,281
2013,December,Hepburn,10 - 17 years,52
2013,December,Hepburn,18 - 24 years,39
2013,December,Hepburn,25 - 29 years,11
2013,December,Hepburn,30 - 34 years,10
2013,December,Hepburn,35 - 39 years,18
2013,December,Hepburn,40 - 44 years,26
2013,December,Hepburn,45+ years,43
2013,December,Hindmarsh,10 - 17 years,42
2013,December,Hindmarsh,18 - 24 years,22
2013,December,Hindmarsh,25 - 29 years,16
2013,December,Hindmarsh,30 - 34 years,18
2013,December,Hindmarsh,35 - 39 years,11
2013,December,Hindmarsh,40 - 44 years,9
2013,December,Hindmarsh,45+ years,20
2013,December,Hobsons Bay,10 - 17 years,304
2013,December,Hobsons Bay,18 - 24 years,437
2013,December,Hobsons Bay,25 - 29 years,237
2013,December,Hobsons Bay,30 - 34 years,295
2013,December,Hobsons Bay,35 - 39 years,241
2013,December,Hobsons Bay,40 - 44 years,160
2013,December,Hobsons Bay,45+ years,318
2013,December,Horsham,10 - 17 years,174
2013,December,Horsham,18 - 24 years,192
2013,December,Horsham,25 - 29 years,131
2013,December,Horsham,30 - 34 years,85
2013,December,Horsham,35 - 39 years,91
2013,December,Horsham,40 - 44 years,68
2013,December,Horsham,45+ years,85
2013,December,Hume,10 - 17 years,514
2013,December,Hume,18 - 24 years,"1,169"
2013,December,Hume,25 - 29 years,722
2013,December,Hume,30 - 34 years,570
2013,December,Hume,35 - 39 years,520
2013,December,Hume,40 - 44 years,474
2013,December,Hume,45+ years,545
2013,December,Indigo,10 - 17 years,31
2013,December,Indigo,18 - 24 years,51
2013,December,Indigo,25 - 29 years,26
2013,December,Indigo,30 - 34 years,13
2013,December,Indigo,35 - 39 years,11
2013,December,Indigo,40 - 44 years,17
2013,December,Indigo,45+ years,31
2013,December,Kingston,10 - 17 years,438
2013,December,Kingston,18 - 24 years,820
2013,December,Kingston,25 - 29 years,424
2013,December,Kingston,30 - 34 years,427
2013,December,Kingston,35 - 39 years,344
2013,December,Kingston,40 - 44 years,293
2013,December,Kingston,45+ years,490
2013,December,Knox,10 - 17 years,507
2013,December,Knox,18 - 24 years,753
2013,December,Knox,25 - 29 years,351
2013,December,Knox,30 - 34 years,276
2013,December,Knox,35 - 39 years,253
