Year,Year ending,Local Government Area,Age Group,Alleged Offender Incidents
2018,December,Queenscliffe,40 - 44 years,7
2018,December,Queenscliffe,45+ years,8
2018,December,South Gippsland,10 - 17 years,36
2018,December,South Gippsland,18 - 24 years,105
2018,December,South Gippsland,25 - 29 years,70
2018,December,South Gippsland,30 - 34 years,84
2018,December,South Gippsland,35 - 39 years,63
2018,December,South Gippsland,40 - 44 years,51
2018,December,South Gippsland,45+ years,134
2018,December,Southern Grampians,10 - 17 years,69
2018,December,Southern Grampians,18 - 24 years,169
2018,December,Southern Grampians,25 - 29 years,94
2018,December,Southern Grampians,30 - 34 years,101
2018,December,Southern Grampians,35 - 39 years,91
2018,December,Southern Grampians,40 - 44 years,66
2018,December,Southern Grampians,45+ years,87
2018,December,Stonnington,10 - 17 years,232
2018,December,Stonnington,18 - 24 years,558
2018,December,Stonnington,25 - 29 years,555
2018,December,Stonnington,30 - 34 years,430
2018,December,Stonnington,35 - 39 years,408
2018,December,Stonnington,40 - 44 years,324
2018,December,Stonnington,45+ years,521
2018,December,Strathbogie,10 - 17 years,30
2018,December,Strathbogie,18 - 24 years,24
2018,December,Strathbogie,25 - 29 years,37
2018,December,Strathbogie,30 - 34 years,24
2018,December,Strathbogie,35 - 39 years,15
2018,December,Strathbogie,40 - 44 years,19
2018,December,Strathbogie,45+ years,59
2018,December,Surf Coast,10 - 17 years,32
2018,December,Surf Coast,18 - 24 years,84
2018,December,Surf Coast,25 - 29 years,36
2018,December,Surf Coast,30 - 34 years,47
2018,December,Surf Coast,35 - 39 years,40
2018,December,Surf Coast,40 - 44 years,31
2018,December,Surf Coast,45+ years,63
2018,December,Swan Hill,10 - 17 years,101
2018,December,Swan Hill,18 - 24 years,206
2018,December,Swan Hill,25 - 29 years,173
2018,December,Swan Hill,30 - 34 years,190
2018,December,Swan Hill,35 - 39 years,106
2018,December,Swan Hill,40 - 44 years,88
2018,December,Swan Hill,45+ years,168
2018,December,Towong,10 - 17 years,5
2018,December,Towong,18 - 24 years,12
2018,December,Towong,25 - 29 years,7
2018,December,Towong,30 - 34 years,10
2018,December,Towong,35 - 39 years,15
2018,December,Towong,40 - 44 years,2
2018,December,Towong,45+ years,24
2018,December,Wangaratta,10 - 17 years,101
2018,December,Wangaratta,18 - 24 years,233
2018,December,Wangaratta,25 - 29 years,129
2018,December,Wangaratta,30 - 34 years,105
2018,December,Wangaratta,35 - 39 years,134
2018,December,Wangaratta,40 - 44 years,98
2018,December,Wangaratta,45+ years,179
2018,December,Warrnambool,10 - 17 years,208
2018,December,Warrnambool,18 - 24 years,389
2018,December,Warrnambool,25 - 29 years,241
2018,December,Warrnambool,30 - 34 years,253
2018,December,Warrnambool,35 - 39 years,164
2018,December,Warrnambool,40 - 44 years,133
2018,December,Warrnambool,45+ years,269
2018,December,Wellington,10 - 17 years,219
2018,December,Wellington,18 - 24 years,247
2018,December,Wellington,25 - 29 years,209
2018,December,Wellington,30 - 34 years,216
2018,December,Wellington,35 - 39 years,191
2018,December,Wellington,40 - 44 years,129
2018,December,Wellington,45+ years,309
2018,December,West Wimmera,10 - 17 years,2
2018,December,West Wimmera,18 - 24 years,10
2018,December,West Wimmera,25 - 29 years,17
2018,December,West Wimmera,30 - 34 years,12
2018,December,West Wimmera,35 - 39 years,2
2018,December,West Wimmera,40 - 44 years,4
2018,December,West Wimmera,45+ years,16
2018,December,Whitehorse,10 - 17 years,301
2018,December,Whitehorse,18 - 24 years,454
2018,December,Whitehorse,25 - 29 years,306
2018,December,Whitehorse,30 - 34 years,264
2018,December,Whitehorse,35 - 39 years,210
2018,December,Whitehorse,40 - 44 years,207
2018,December,Whitehorse,45+ years,413
2018,December,Whittlesea,10 - 17 years,451
2018,December,Whittlesea,18 - 24 years,830
2018,December,Whittlesea,25 - 29 years,801
2018,December,Whittlesea,30 - 34 years,828
2018,December,Whittlesea,35 - 39 years,637
2018,December,Whittlesea,40 - 44 years,446
2018,December,Whittlesea,45+ years,782
2018,December,Wodonga,10 - 17 years,148
2018,December,Wodonga,18 - 24 years,285
2018,December,Wodonga,25 - 29 years,187
2018,December,Wodonga,30 - 34 years,161
2018,December,Wodonga,35 - 39 years,129
2018,December,Wodonga,40 - 44 years,116
2018,December,Wodonga,45+ years,179
2018,December,Wyndham,10 - 17 years,508
2018,December,Wyndham,18 - 24 years,974
2018,December,Wyndham,25 - 29 years,712
2018,December,Wyndham,30 - 34 years,778
2018,December,Wyndham,35 - 39 years,629
2018,December,Wyndham,40 - 44 years,405
2018,December,Wyndham,45+ years,571
2018,December,Yarra,10 - 17 years,104
2018,December,Yarra,18 - 24 years,482
2018,December,Yarra,25 - 29 years,544
2018,December,Yarra,30 - 34 years,582
2018,December,Yarra,35 - 39 years,552
2018,December,Yarra,40 - 44 years,406
2018,December,Yarra,45+ years,547
2018,December,Yarra Ranges,10 - 17 years,339
2018,December,Yarra Ranges,18 - 24 years,412
2018,December,Yarra Ranges,25 - 29 years,335
2018,December,Yarra Ranges,30 - 34 years,338
2018,December,Yarra Ranges,35 - 39 years,339
2018,December,Yarra Ranges,40 - 44 years,251
2018,December,Yarra Ranges,45+ years,472
2018,December,Yarriambiack,10 - 17 years,23
2018,December,Yarriambiack,18 - 24 years,23
2018,December,Yarriambiack,25 - 29 years,22
2018,December,Yarriambiack,30 - 34 years,22
2018,December,Yarriambiack,35 - 39 years,19
2018,December,Yarriambiack,40 - 44 years,16
2018,December,Yarriambiack,45+ years,34
2017,December,Alpine,10 - 17 years,55
2017,December,Alpine,18 - 24 years,33
2017,December,Alpine,25 - 29 years,15
2017,December,Alpine,30 - 34 years,11
2017,December,Alpine,35 - 39 years,21
2017,December,Alpine,40 - 44 years,14
2017,December,Alpine,45+ years,42
2017,December,Ararat,10 - 17 years,30
2017,December,Ararat,18 - 24 years,128
2017,December,Ararat,25 - 29 years,58
2017,December,Ararat,30 - 34 years,70
2017,December,Ararat,35 - 39 years,48
2017,December,Ararat,40 - 44 years,40
2017,December,Ararat,45+ years,82
2017,December,Ballarat,10 - 17 years,476
2017,December,Ballarat,18 - 24 years,821
2017,December,Ballarat,25 - 29 years,502
2017,December,Ballarat,30 - 34 years,368
2017,December,Ballarat,35 - 39 years,323
2017,December,Ballarat,40 - 44 years,296
2017,December,Ballarat,45+ years,430
2017,December,Banyule,10 - 17 years,369
2017,December,Banyule,18 - 24 years,561
2017,December,Banyule,25 - 29 years,477
2017,December,Banyule,30 - 34 years,368
2017,December,Banyule,35 - 39 years,380
2017,December,Banyule,40 - 44 years,279
2017,December,Banyule,45+ years,467
2017,December,Bass Coast,10 - 17 years,107
2017,December,Bass Coast,18 - 24 years,201
2017,December,Bass Coast,25 - 29 years,137
2017,December,Bass Coast,30 - 34 years,163
2017,December,Bass Coast,35 - 39 years,138
2017,December,Bass Coast,40 - 44 years,109
2017,December,Bass Coast,45+ years,190
2017,December,Baw Baw,10 - 17 years,127
2017,December,Baw Baw,18 - 24 years,301
2017,December,Baw Baw,25 - 29 years,226
2017,December,Baw Baw,30 - 34 years,170
2017,December,Baw Baw,35 - 39 years,177
2017,December,Baw Baw,40 - 44 years,136
2017,December,Baw Baw,45+ years,199
2017,December,Bayside,10 - 17 years,174
2017,December,Bayside,18 - 24 years,243
2017,December,Bayside,25 - 29 years,156
2017,December,Bayside,30 - 34 years,162
2017,December,Bayside,35 - 39 years,165
2017,December,Bayside,40 - 44 years,156
2017,December,Bayside,45+ years,280
2017,December,Benalla,10 - 17 years,54
2017,December,Benalla,18 - 24 years,120
2017,December,Benalla,25 - 29 years,71
2017,December,Benalla,30 - 34 years,67
2017,December,Benalla,35 - 39 years,46
2017,December,Benalla,40 - 44 years,48
2017,December,Benalla,45+ years,88
2017,December,Boroondara,10 - 17 years,216
2017,December,Boroondara,18 - 24 years,371
2017,December,Boroondara,25 - 29 years,246
2017,December,Boroondara,30 - 34 years,233
2017,December,Boroondara,35 - 39 years,250
2017,December,Boroondara,40 - 44 years,195
2017,December,Boroondara,45+ years,303
2017,December,Brimbank,10 - 17 years,619
2017,December,Brimbank,18 - 24 years,859
2017,December,Brimbank,25 - 29 years,789
2017,December,Brimbank,30 - 34 years,827
2017,December,Brimbank,35 - 39 years,777
2017,December,Brimbank,40 - 44 years,485
2017,December,Brimbank,45+ years,794
2017,December,Buloke,10 - 17 years,2
2017,December,Buloke,18 - 24 years,14
2017,December,Buloke,25 - 29 years,8
2017,December,Buloke,30 - 34 years,4
2017,December,Buloke,35 - 39 years,9
2017,December,Buloke,40 - 44 years,9
2017,December,Buloke,45+ years,27
2017,December,Campaspe,10 - 17 years,100
2017,December,Campaspe,18 - 24 years,277
2017,December,Campaspe,25 - 29 years,244
2017,December,Campaspe,30 - 34 years,177
2017,December,Campaspe,35 - 39 years,119
2017,December,Campaspe,40 - 44 years,78
2017,December,Campaspe,45+ years,152
2017,December,Cardinia,10 - 17 years,238
2017,December,Cardinia,18 - 24 years,417
2017,December,Cardinia,25 - 29 years,297
2017,December,Cardinia,30 - 34 years,235
2017,December,Cardinia,35 - 39 years,219
2017,December,Cardinia,40 - 44 years,179
2017,December,Cardinia,45+ years,230
2017,December,Casey,10 - 17 years,867
2017,December,Casey,18 - 24 years,"1,484"
2017,December,Casey,25 - 29 years,"1,076"
2017,December,Casey,30 - 34 years,884
2017,December,Casey,35 - 39 years,713
2017,December,Casey,40 - 44 years,531
2017,December,Casey,45+ years,846
2017,December,Central Goldfields,10 - 17 years,70
2017,December,Central Goldfields,18 - 24 years,121
2017,December,Central Goldfields,25 - 29 years,87
2017,December,Central Goldfields,30 - 34 years,58
2017,December,Central Goldfields,35 - 39 years,44
2017,December,Central Goldfields,40 - 44 years,42
2017,December,Central Goldfields,45+ years,103
2017,December,Colac-Otway,10 - 17 years,85
2017,December,Colac-Otway,18 - 24 years,157
2017,December,Colac-Otway,25 - 29 years,85
2017,December,Colac-Otway,30 - 34 years,71
2017,December,Colac-Otway,35 - 39 years,61
2017,December,Colac-Otway,40 - 44 years,55
2017,December,Colac-Otway,45+ years,106
2017,December,Corangamite,10 - 17 years,54
2017,December,Corangamite,18 - 24 years,66
2017,December,Corangamite,25 - 29 years,62
2017,December,Corangamite,30 - 34 years,55
2017,December,Corangamite,35 - 39 years,51
2017,December,Corangamite,40 - 44 years,25
2017,December,Corangamite,45+ years,70
2017,December,Darebin,10 - 17 years,494
2017,December,Darebin,18 - 24 years,637
2017,December,Darebin,25 - 29 years,599
2017,December,Darebin,30 - 34 years,605
2017,December,Darebin,35 - 39 years,487
2017,December,Darebin,40 - 44 years,326
2017,December,Darebin,45+ years,561
2017,December,East Gippsland,10 - 17 years,295
2017,December,East Gippsland,18 - 24 years,327
2017,December,East Gippsland,25 - 29 years,239
2017,December,East Gippsland,30 - 34 years,186
2017,December,East Gippsland,35 - 39 years,173
2017,December,East Gippsland,40 - 44 years,172
2017,December,East Gippsland,45+ years,343
2017,December,Frankston,10 - 17 years,637
2017,December,Frankston,18 - 24 years,"1,022"
2017,December,Frankston,25 - 29 years,845
2017,December,Frankston,30 - 34 years,756
2017,December,Frankston,35 - 39 years,687
2017,December,Frankston,40 - 44 years,553
2017,December,Frankston,45+ years,786
2017,December,Gannawarra,10 - 17 years,9
2017,December,Gannawarra,18 - 24 years,41
2017,December,Gannawarra,25 - 29 years,40
2017,December,Gannawarra,30 - 34 years,35
2017,December,Gannawarra,35 - 39 years,41
2017,December,Gannawarra,40 - 44 years,27
2017,December,Gannawarra,45+ years,60
2017,December,Glen Eira,10 - 17 years,243
2017,December,Glen Eira,18 - 24 years,341
2017,December,Glen Eira,25 - 29 years,264
2017,December,Glen Eira,30 - 34 years,209
2017,December,Glen Eira,35 - 39 years,222
2017,December,Glen Eira,40 - 44 years,190
2017,December,Glen Eira,45+ years,341
2017,December,Glenelg,10 - 17 years,83
2017,December,Glenelg,18 - 24 years,172
2017,December,Glenelg,25 - 29 years,88
2017,December,Glenelg,30 - 34 years,106
2017,December,Glenelg,35 - 39 years,76
2017,December,Glenelg,40 - 44 years,57
2017,December,Glenelg,45+ years,106
2017,December,Golden Plains,10 - 17 years,13
2017,December,Golden Plains,18 - 24 years,59
2017,December,Golden Plains,25 - 29 years,26
2017,December,Golden Plains,30 - 34 years,26
2017,December,Golden Plains,35 - 39 years,27
2017,December,Golden Plains,40 - 44 years,24
2017,December,Golden Plains,45+ years,28
2017,December,Greater Bendigo,10 - 17 years,412
2017,December,Greater Bendigo,18 - 24 years,849
2017,December,Greater Bendigo,25 - 29 years,575
2017,December,Greater Bendigo,30 - 34 years,506
2017,December,Greater Bendigo,35 - 39 years,468
2017,December,Greater Bendigo,40 - 44 years,294
2017,December,Greater Bendigo,45+ years,425
2017,December,Greater Dandenong,10 - 17 years,453
2017,December,Greater Dandenong,18 - 24 years,"1,319"
2017,December,Greater Dandenong,25 - 29 years,"1,020"
2017,December,Greater Dandenong,30 - 34 years,998
2017,December,Greater Dandenong,35 - 39 years,810
2017,December,Greater Dandenong,40 - 44 years,579
2017,December,Greater Dandenong,45+ years,950
2017,December,Greater Geelong,10 - 17 years,988
2017,December,Greater Geelong,18 - 24 years,"1,409"
2017,December,Greater Geelong,25 - 29 years,827
2017,December,Greater Geelong,30 - 34 years,808
2017,December,Greater Geelong,35 - 39 years,611
2017,December,Greater Geelong,40 - 44 years,661
2017,December,Greater Geelong,45+ years,919
2017,December,Greater Shepparton,10 - 17 years,475
2017,December,Greater Shepparton,18 - 24 years,722
2017,December,Greater Shepparton,25 - 29 years,455
2017,December,Greater Shepparton,30 - 34 years,377
2017,December,Greater Shepparton,35 - 39 years,302
2017,December,Greater Shepparton,40 - 44 years,282
2017,December,Greater Shepparton,45+ years,371
2017,December,Hepburn,10 - 17 years,39
2017,December,Hepburn,18 - 24 years,33
2017,December,Hepburn,25 - 29 years,18
2017,December,Hepburn,30 - 34 years,31
2017,December,Hepburn,35 - 39 years,17
2017,December,Hepburn,40 - 44 years,30
2017,December,Hepburn,45+ years,63
2017,December,Hindmarsh,10 - 17 years,16
2017,December,Hindmarsh,18 - 24 years,18
2017,December,Hindmarsh,25 - 29 years,11
2017,December,Hindmarsh,30 - 34 years,19
2017,December,Hindmarsh,35 - 39 years,20
2017,December,Hindmarsh,40 - 44 years,19
2017,December,Hindmarsh,45+ years,31
2017,December,Hobsons Bay,10 - 17 years,210
2017,December,Hobsons Bay,18 - 24 years,347
2017,December,Hobsons Bay,25 - 29 years,247
2017,December,Hobsons Bay,30 - 34 years,266
2017,December,Hobsons Bay,35 - 39 years,253
2017,December,Hobsons Bay,40 - 44 years,179
2017,December,Hobsons Bay,45+ years,320
2017,December,Horsham,10 - 17 years,148
2017,December,Horsham,18 - 24 years,235
2017,December,Horsham,25 - 29 years,114
2017,December,Horsham,30 - 34 years,93
2017,December,Horsham,35 - 39 years,109
2017,December,Horsham,40 - 44 years,65
2017,December,Horsham,45+ years,147
2017,December,Hume,10 - 17 years,540
2017,December,Hume,18 - 24 years,"1,222"
2017,December,Hume,25 - 29 years,"1,029"
2017,December,Hume,30 - 34 years,870
2017,December,Hume,35 - 39 years,723
2017,December,Hume,40 - 44 years,549
2017,December,Hume,45+ years,809
2017,December,Indigo,10 - 17 years,9
2017,December,Indigo,18 - 24 years,39
2017,December,Indigo,25 - 29 years,20
2017,December,Indigo,30 - 34 years,12
2017,December,Indigo,35 - 39 years,22
2017,December,Indigo,40 - 44 years,12
2017,December,Indigo,45+ years,46
2017,December,Kingston,10 - 17 years,459
2017,December,Kingston,18 - 24 years,581
2017,December,Kingston,25 - 29 years,469
2017,December,Kingston,30 - 34 years,475
2017,December,Kingston,35 - 39 years,342
2017,December,Kingston,40 - 44 years,309
2017,December,Kingston,45+ years,510
2017,December,Knox,10 - 17 years,310
2017,December,Knox,18 - 24 years,843
2017,December,Knox,25 - 29 years,586
2017,December,Knox,30 - 34 years,444
2017,December,Knox,35 - 39 years,373
2017,December,Knox,40 - 44 years,285
2017,December,Knox,45+ years,531
2017,December,Latrobe,10 - 17 years,872
2017,December,Latrobe,18 - 24 years,"1,125"
2017,December,Latrobe,25 - 29 years,795
2017,December,Latrobe,30 - 34 years,703
2017,December,Latrobe,35 - 39 years,676
2017,December,Latrobe,40 - 44 years,434
2017,December,Latrobe,45+ years,650
2017,December,Loddon,10 - 17 years,4
2017,December,Loddon,18 - 24 years,15
2017,December,Loddon,25 - 29 years,33
2017,December,Loddon,30 - 34 years,11
2017,December,Loddon,35 - 39 years,14
2017,December,Loddon,40 - 44 years,18
2017,December,Loddon,45+ years,38
2017,December,Macedon Ranges,10 - 17 years,66
2017,December,Macedon Ranges,18 - 24 years,138
2017,December,Macedon Ranges,25 - 29 years,113
2017,December,Macedon Ranges,30 - 34 years,85
2017,December,Macedon Ranges,35 - 39 years,62
2017,December,Macedon Ranges,40 - 44 years,87
2017,December,Macedon Ranges,45+ years,139
2017,December,Manningham,10 - 17 years,171
2017,December,Manningham,18 - 24 years,253
2017,December,Manningham,25 - 29 years,200
2017,December,Manningham,30 - 34 years,148
2017,December,Manningham,35 - 39 years,105
2017,December,Manningham,40 - 44 years,131
2017,December,Manningham,45+ years,255
2017,December,Mansfield,10 - 17 years,39
2017,December,Mansfield,18 - 24 years,36
2017,December,Mansfield,25 - 29 years,22
2017,December,Mansfield,30 - 34 years,44
2017,December,Mansfield,35 - 39 years,29
2017,December,Mansfield,40 - 44 years,15
2017,December,Mansfield,45+ years,38
2017,December,Maribyrnong,10 - 17 years,191
2017,December,Maribyrnong,18 - 24 years,386
2017,December,Maribyrnong,25 - 29 years,359
2017,December,Maribyrnong,30 - 34 years,367
2017,December,Maribyrnong,35 - 39 years,378
2017,December,Maribyrnong,40 - 44 years,213
2017,December,Maribyrnong,45+ years,357
2017,December,Maroondah,10 - 17 years,303
2017,December,Maroondah,18 - 24 years,645
2017,December,Maroondah,25 - 29 years,416
2017,December,Maroondah,30 - 34 years,363
2017,December,Maroondah,35 - 39 years,384
2017,December,Maroondah,40 - 44 years,299
2017,December,Maroondah,45+ years,411
2017,December,Melbourne,10 - 17 years,"1,077"
2017,December,Melbourne,18 - 24 years,"2,715"
2017,December,Melbourne,25 - 29 years,"1,888"
2017,December,Melbourne,30 - 34 years,"1,658"
2017,December,Melbourne,35 - 39 years,"1,459"
2017,December,Melbourne,40 - 44 years,911
2017,December,Melbourne,45+ years,"1,466"
2017,December,Melton,10 - 17 years,328
2017,December,Melton,18 - 24 years,547
2017,December,Melton,25 - 29 years,531
2017,December,Melton,30 - 34 years,473
2017,December,Melton,35 - 39 years,415
2017,December,Melton,40 - 44 years,277
2017,December,Melton,45+ years,419
2017,December,Merri-bek,10 - 17 years,231
2017,December,Merri-bek,18 - 24 years,552
2017,December,Merri-bek,25 - 29 years,560
2017,December,Merri-bek,30 - 34 years,530
2017,December,Merri-bek,35 - 39 years,455
2017,December,Merri-bek,40 - 44 years,330
2017,December,Merri-bek,45+ years,602
2017,December,Mildura,10 - 17 years,360
2017,December,Mildura,18 - 24 years,665
2017,December,Mildura,25 - 29 years,391
2017,December,Mildura,30 - 34 years,297
2017,December,Mildura,35 - 39 years,335
2017,December,Mildura,40 - 44 years,235
2017,December,Mildura,45+ years,420
2017,December,Mitchell,10 - 17 years,174
2017,December,Mitchell,18 - 24 years,253
2017,December,Mitchell,25 - 29 years,250
2017,December,Mitchell,30 - 34 years,209
2017,December,Mitchell,35 - 39 years,221
2017,December,Mitchell,40 - 44 years,155
2017,December,Mitchell,45+ years,271
2017,December,Moira,10 - 17 years,104
2017,December,Moira,18 - 24 years,165
2017,December,Moira,25 - 29 years,155
2017,December,Moira,30 - 34 years,109
2017,December,Moira,35 - 39 years,82
2017,December,Moira,40 - 44 years,53
2017,December,Moira,45+ years,137
2017,December,Monash,10 - 17 years,342
2017,December,Monash,18 - 24 years,559
2017,December,Monash,25 - 29 years,379
2017,December,Monash,30 - 34 years,343
2017,December,Monash,35 - 39 years,317
2017,December,Monash,40 - 44 years,240
2017,December,Monash,45+ years,456
2017,December,Moonee Valley,10 - 17 years,183
2017,December,Moonee Valley,18 - 24 years,418
2017,December,Moonee Valley,25 - 29 years,346
2017,December,Moonee Valley,30 - 34 years,411
2017,December,Moonee Valley,35 - 39 years,347
2017,December,Moonee Valley,40 - 44 years,206
2017,December,Moonee Valley,45+ years,436
2017,December,Moorabool,10 - 17 years,70
2017,December,Moorabool,18 - 24 years,149
2017,December,Moorabool,25 - 29 years,123
2017,December,Moorabool,30 - 34 years,119
2017,December,Moorabool,35 - 39 years,95
2017,December,Moorabool,40 - 44 years,59
2017,December,Moorabool,45+ years,113
2017,December,Mornington Peninsula,10 - 17 years,558
2017,December,Mornington Peninsula,18 - 24 years,972
2017,December,Mornington Peninsula,25 - 29 years,593
2017,December,Mornington Peninsula,30 - 34 years,516
2017,December,Mornington Peninsula,35 - 39 years,451
2017,December,Mornington Peninsula,40 - 44 years,382
2017,December,Mornington Peninsula,45+ years,567
2017,December,Mount Alexander,10 - 17 years,39
2017,December,Mount Alexander,18 - 24 years,56
2017,December,Mount Alexander,25 - 29 years,55
2017,December,Mount Alexander,30 - 34 years,33
2017,December,Mount Alexander,35 - 39 years,21
2017,December,Mount Alexander,40 - 44 years,31
2017,December,Mount Alexander,45+ years,119
2017,December,Moyne,10 - 17 years,23
2017,December,Moyne,18 - 24 years,32
2017,December,Moyne,25 - 29 years,35
2017,December,Moyne,30 - 34 years,26
2017,December,Moyne,35 - 39 years,36
2017,December,Moyne,40 - 44 years,37
2017,December,Moyne,45+ years,39
2017,December,Murrindindi,10 - 17 years,20
2017,December,Murrindindi,18 - 24 years,48
2017,December,Murrindindi,25 - 29 years,45
2017,December,Murrindindi,30 - 34 years,35
2017,December,Murrindindi,35 - 39 years,28
2017,December,Murrindindi,40 - 44 years,24
2017,December,Murrindindi,45+ years,59
2017,December,Nillumbik,10 - 17 years,144
2017,December,Nillumbik,18 - 24 years,150
2017,December,Nillumbik,25 - 29 years,102
2017,December,Nillumbik,30 - 34 years,90
2017,December,Nillumbik,35 - 39 years,64
2017,December,Nillumbik,40 - 44 years,53
2017,December,Nillumbik,45+ years,118
2017,December,Northern Grampians,10 - 17 years,70
2017,December,Northern Grampians,18 - 24 years,129
2017,December,Northern Grampians,25 - 29 years,90
2017,December,Northern Grampians,30 - 34 years,57
2017,December,Northern Grampians,35 - 39 years,46
2017,December,Northern Grampians,40 - 44 years,55
2017,December,Northern Grampians,45+ years,114
2017,December,Port Phillip,10 - 17 years,111
2017,December,Port Phillip,18 - 24 years,454
2017,December,Port Phillip,25 - 29 years,561
2017,December,Port Phillip,30 - 34 years,557
2017,December,Port Phillip,35 - 39 years,552
2017,December,Port Phillip,40 - 44 years,390
2017,December,Port Phillip,45+ years,644
2017,December,Pyrenees,10 - 17 years,17
2017,December,Pyrenees,18 - 24 years,24
2017,December,Pyrenees,25 - 29 years,15
2017,December,Pyrenees,30 - 34 years,7
2017,December,Pyrenees,35 - 39 years,17
2017,December,Pyrenees,40 - 44 years,19
2017,December,Pyrenees,45+ years,38
2017,December,Queenscliffe,10 - 17 years,4
2017,December,Queenscliffe,18 - 24 years,8
2017,December,Queenscliffe,25 - 29 years,2
2017,December,Queenscliffe,30 - 34 years,5
2017,December,Queenscliffe,40 - 44 years,4
2017,December,Queenscliffe,45+ years,8
2017,December,South Gippsland,10 - 17 years,57
2017,December,South Gippsland,18 - 24 years,94
2017,December,South Gippsland,25 - 29 years,57
2017,December,South Gippsland,30 - 34 years,70
2017,December,South Gippsland,35 - 39 years,80
2017,December,South Gippsland,40 - 44 years,68
2017,December,South Gippsland,45+ years,107
2017,December,Southern Grampians,10 - 17 years,35
2017,December,Southern Grampians,18 - 24 years,117
2017,December,Southern Grampians,25 - 29 years,93
2017,December,Southern Grampians,30 - 34 years,97
2017,December,Southern Grampians,35 - 39 years,73
2017,December,Southern Grampians,40 - 44 years,41
2017,December,Southern Grampians,45+ years,83
2017,December,Stonnington,10 - 17 years,272
2017,December,Stonnington,18 - 24 years,590
2017,December,Stonnington,25 - 29 years,549
2017,December,Stonnington,30 - 34 years,485
2017,December,Stonnington,35 - 39 years,354
2017,December,Stonnington,40 - 44 years,281
2017,December,Stonnington,45+ years,392
2017,December,Strathbogie,10 - 17 years,8
2017,December,Strathbogie,18 - 24 years,22
2017,December,Strathbogie,25 - 29 years,32
2017,December,Strathbogie,30 - 34 years,30
2017,December,Strathbogie,35 - 39 years,27
2017,December,Strathbogie,40 - 44 years,22
2017,December,Strathbogie,45+ years,52
2017,December,Surf Coast,10 - 17 years,52
2017,December,Surf Coast,18 - 24 years,99
2017,December,Surf Coast,25 - 29 years,43
2017,December,Surf Coast,30 - 34 years,78
2017,December,Surf Coast,35 - 39 years,51
2017,December,Surf Coast,40 - 44 years,22
2017,December,Surf Coast,45+ years,52
2017,December,Swan Hill,10 - 17 years,190
2017,December,Swan Hill,18 - 24 years,198
2017,December,Swan Hill,25 - 29 years,180
2017,December,Swan Hill,30 - 34 years,176
2017,December,Swan Hill,35 - 39 years,102
2017,December,Swan Hill,40 - 44 years,70
2017,December,Swan Hill,45+ years,157
2017,December,Towong,10 - 17 years,4
2017,December,Towong,18 - 24 years,11
2017,December,Towong,25 - 29 years,16
2017,December,Towong,30 - 34 years,8
2017,December,Towong,35 - 39 years,11
2017,December,Towong,40 - 44 years,14
2017,December,Towong,45+ years,20
2017,December,Wangaratta,10 - 17 years,159
2017,December,Wangaratta,18 - 24 years,229
2017,December,Wangaratta,25 - 29 years,149
2017,December,Wangaratta,30 - 34 years,132
2017,December,Wangaratta,35 - 39 years,103
2017,December,Wangaratta,40 - 44 years,109
2017,December,Wangaratta,45+ years,180
2017,December,Warrnambool,10 - 17 years,197
2017,December,Warrnambool,18 - 24 years,381
2017,December,Warrnambool,25 - 29 years,298
2017,December,Warrnambool,30 - 34 years,191
2017,December,Warrnambool,35 - 39 years,119
2017,December,Warrnambool,40 - 44 years,131
2017,December,Warrnambool,45+ years,230
2017,December,Wellington,10 - 17 years,201
2017,December,Wellington,18 - 24 years,258
2017,December,Wellington,25 - 29 years,175
2017,December,Wellington,30 - 34 years,188
2017,December,Wellington,35 - 39 years,137
2017,December,Wellington,40 - 44 years,152
2017,December,Wellington,45+ years,282
2017,December,West Wimmera,18 - 24 years,8
2017,December,West Wimmera,25 - 29 years,10
2017,December,West Wimmera,30 - 34 years,8
2017,December,West Wimmera,35 - 39 years,9
2017,December,West Wimmera,40 - 44 years,6
2017,December,West Wimmera,45+ years,21
2017,December,Whitehorse,10 - 17 years,242
2017,December,Whitehorse,18 - 24 years,453
2017,December,Whitehorse,25 - 29 years,341
2017,December,Whitehorse,30 - 34 years,288
2017,December,Whitehorse,35 - 39 years,218
2017,December,Whitehorse,40 - 44 years,220
2017,December,Whitehorse,45+ years,357
2017,December,Whittlesea,10 - 17 years,478
2017,December,Whittlesea,18 - 24 years,879
2017,December,Whittlesea,25 - 29 years,699
2017,December,Whittlesea,30 - 34 years,670
2017,December,Whittlesea,35 - 39 years,577
2017,December,Whittlesea,40 - 44 years,422
2017,December,Whittlesea,45+ years,667
2017,December,Wodonga,10 - 17 years,229
2017,December,Wodonga,18 - 24 years,303
2017,December,Wodonga,25 - 29 years,182
2017,December,Wodonga,30 - 34 years,148
2017,December,Wodonga,35 - 39 years,130
2017,December,Wodonga,40 - 44 years,125
2017,December,Wodonga,45+ years,165
2017,December,Wyndham,10 - 17 years,611
2017,December,Wyndham,18 - 24 years,894
2017,December,Wyndham,25 - 29 years,709
2017,December,Wyndham,30 - 34 years,658
2017,December,Wyndham,35 - 39 years,528
2017,December,Wyndham,40 - 44 years,385
2017,December,Wyndham,45+ years,570
2017,December,Yarra,10 - 17 years,141
2017,December,Yarra,18 - 24 years,541
2017,December,Yarra,25 - 29 years,571
2017,December,Yarra,30 - 34 years,585
